Game,Rounds,P0 Score,P1 Score,Winner
0,9,133,82,0
1,7,116,80,0
2,6,116,97,0
3,6,16,106,1
4,3,105,0,0
5,8,106,93,0
6,8,78,104,1
7,10,40,110,1
8,5,100,23,0
9,4,0,143,1
10,11,91,108,1
11,6,27,107,1
12,11,110,78,0
13,4,118,87,0
14,9,98,145,1
15,9,108,92,0
16,3,100,0,0
17,11,126,64,0
18,9,78,111,1
19,7,147,17,0
