Game,Rounds,P0 Score,P1 Score,Winner
0,4,0,102,1
1,8,98,109,1
2,8,97,133,1
3,4,14,115,1
4,6,0,103,1
5,8,137,59,0
6,11,133,74,0
7,7,36,114,1
8,7,101,0,0
9,3,0,106,1
10,7,43,124,1
11,8,53,120,1
12,8,115,52,0
13,2,0,118,1
14,10,118,83,0
15,4,0,135,1
16,7,70,111,1
17,8,78,101,1
18,10,89,109,1
19,7,117,45,0
