Game,Rounds,P0 Score,P1 Score,Winner
0,7,31,110,1
1,4,29,104,1
2,7,90,123,1
3,6,15,131,1
4,6,106,56,0
5,5,0,108,1
6,10,83,102,1
7,6,18,105,1
8,7,124,63,0
9,5,50,108,1
10,9,101,78,0
11,5,132,46,0
12,5,51,106,1
13,5,50,122,1
14,8,46,107,1
15,4,0,130,1
16,5,100,14,0
17,5,0,100,1
18,8,132,82,0
19,12,162,85,0
20,7,24,119,1
21,5,37,131,1
22,4,0,104,1
23,9,80,124,1
24,6,143,20,0
