Game,Round,P0 Score,P1 Score,Winner,Turns,P0 Win,P1 Win,P0 Deadwood,P1 Deadwood
0,0,0,6,1,5,0,6,14,8
0,1,0,37,1,4,0,31,41,10
0,2,13,37,0,6,13,0,10,23
0,3,13,102,1,2,0,65,74,9
1,0,21,0,0,11,21,0,7,28
1,1,21,22,1,7,0,22,24,2
1,2,21,25,1,6,0,3,12,9
1,3,42,25,0,7,21,0,10,31
1,4,67,25,0,5,25,0,9,34
1,5,67,27,1,5,0,2,11,9
1,6,67,49,1,3,0,22,32,10
1,7,67,93,1,5,0,44,54,10
1,8,72,93,0,8,5,0,9,14
1,9,72,105,1,6,0,12,18,6
2,0,27,0,0,3,27,0,6,33
2,1,27,20,1,4,0,20,30,10
2,2,57,20,0,5,30,0,6,36
2,3,57,55,1,6,0,35,37,2
2,4,57,60,1,5,0,5,15,10
2,5,57,95,1,11,0,35,38,3
2,6,57,104,1,8,0,9,12,3
3,0,43,0,0,7,43,0,8,51
3,1,43,3,1,10,0,3,12,9
3,2,43,39,1,8,0,36,11,0
3,3,43,54,1,5,0,15,24,9
3,4,43,88,1,6,0,34,43,9
3,5,43,115,1,4,0,27,33,6
4,0,21,0,0,7,21,0,8,29
4,1,103,0,0,4,82,0,0,57
5,0,0,11,1,7,0,11,21,10
5,1,0,53,1,5,0,42,51,9
5,2,30,53,0,4,30,0,6,36
5,3,30,81,1,6,0,28,36,8
5,4,30,89,1,8,0,8,17,9
5,5,74,89,0,4,44,0,10,54
5,6,74,101,1,11,0,12,18,6
6,0,38,0,0,3,38,0,6,44
6,1,60,0,0,5,22,0,8,30
6,2,60,10,1,7,0,10,12,2
6,3,69,10,0,7,9,0,10,19
6,4,85,10,0,4,16,0,8,24
6,5,85,44,1,2,0,34,43,9
6,6,85,77,1,4,0,33,42,9
6,7,85,91,1,7,0,14,17,3
6,8,85,136,1,6,0,45,20,0
7,0,47,0,0,4,47,0,8,55
7,1,57,0,0,8,10,0,8,18
7,2,57,34,1,3,0,34,35,1
7,3,92,34,0,3,35,0,1,36
7,4,98,34,0,6,6,0,8,14
7,5,98,47,1,4,0,13,22,9
7,6,98,124,1,6,0,77,52,0
8,0,0,36,1,1,0,36,40,4
8,1,3,36,0,5,3,0,9,12
8,2,41,36,0,6,38,0,7,45
8,3,41,46,1,7,0,10,20,10
8,4,80,46,0,6,39,0,0,14
8,5,112,46,0,4,32,0,8,40
9,0,0,7,1,4,0,7,16,9
9,1,32,7,0,1,32,0,10,42
9,2,32,37,1,3,0,30,31,1
9,3,50,37,0,6,18,0,9,27
9,4,50,50,1,6,0,13,17,4
9,5,50,66,1,7,0,16,19,3
9,6,56,66,0,13,6,0,9,15
9,7,69,66,0,7,13,0,9,22
9,8,69,84,1,6,0,18,27,9
9,9,69,96,1,5,0,12,21,9
9,10,69,105,1,10,0,9,18,9
10,0,15,0,0,6,15,0,10,25
10,1,15,7,1,7,0,7,16,9
10,2,15,14,1,11,0,7,14,7
10,3,15,23,1,9,0,9,11,2
10,4,15,35,1,7,0,12,22,10
10,5,15,73,1,4,0,38,41,3
10,6,15,108,1,5,0,35,42,7
11,0,41,0,0,3,41,0,8,49
11,1,41,7,1,9,0,7,14,7
11,2,41,41,1,3,0,34,42,8
11,3,52,41,0,7,11,0,5,16
11,4,63,41,0,6,11,0,7,18
11,5,103,41,0,5,40,0,9,49
12,0,0,20,1,5,0,20,24,4
12,1,0,75,1,4,0,55,63,8
12,2,0,107,1,3,0,32,39,7
13,0,0,9,1,5,0,9,12,3
13,1,0,12,1,10,0,3,13,10
13,2,0,36,1,6,0,24,34,10
13,3,0,86,1,3,0,50,56,6
13,4,0,131,1,5,0,45,47,2
14,0,0,7,1,6,0,7,16,9
14,1,8,7,0,5,8,0,5,13
14,2,16,7,0,10,8,0,10,18
14,3,16,13,1,10,0,6,11,5
14,4,45,13,0,7,29,0,10,39
14,5,76,13,0,6,31,0,10,41
14,6,76,38,1,4,0,25,33,8
14,7,76,45,1,9,0,7,14,7
14,8,76,51,1,10,0,6,14,8
14,9,117,51,0,4,41,0,9,50
15,0,0,42,1,3,0,42,51,9
15,1,0,108,1,2,0,66,71,5
16,0,14,0,0,6,14,0,7,21
16,1,14,10,1,10,0,10,14,4
16,2,19,10,0,8,5,0,10,15
16,3,19,19,1,6,0,9,15,6
16,4,41,19,0,7,22,0,9,31
16,5,44,19,0,8,3,0,10,13
16,6,44,31,1,7,0,12,13,1
16,7,75,31,0,6,31,0,10,41
16,8,105,31,0,3,30,0,2,32
17,0,33,0,0,3,33,0,5,38
17,1,33,40,1,3,0,40,50,10
17,2,55,40,0,2,22,0,9,31
17,3,55,93,1,2,0,53,59,6
17,4,55,129,1,2,0,36,38,2
18,0,4,0,0,12,4,0,7,11
18,1,4,8,1,9,0,8,11,3
18,2,4,23,1,12,0,15,22,7
18,3,4,76,1,6,0,53,54,1
18,4,4,123,1,3,0,47,51,4
19,0,33,0,0,6,33,0,10,43
19,1,33,11,1,6,0,11,16,5
19,2,33,14,1,7,0,3,12,9
19,3,33,30,1,10,0,16,25,9
19,4,47,30,0,6,14,0,10,24
19,5,51,30,0,4,4,0,10,14
19,6,51,41,1,11,0,11,12,1
19,7,51,93,1,3,0,52,60,8
19,8,64,93,0,8,13,0,8,21
19,9,64,134,1,6,0,41,49,8
