Game,Round,P0 Score,P1 Score,Winner,Turns,P0 Win,P1 Win,P0 Deadwood,P1 Deadwood
0,0,55,0,0,4,55,0,2,57
0,1,62,0,0,8,7,0,8,15
0,2,73,0,0,9,11,0,1,12
0,3,92,0,0,8,19,0,6,25
0,4,114,0,0,7,22,0,1,23
1,0,4,0,0,8,4,0,7,11
1,1,24,0,0,8,20,0,10,30
1,2,28,0,0,8,4,0,7,11
1,3,37,0,0,8,9,0,8,17
1,4,37,21,1,8,0,21,31,10
1,5,56,21,0,3,19,0,9,28
1,6,67,21,0,7,11,0,9,20
1,7,67,83,1,3,0,62,70,8
1,8,67,87,1,12,0,4,11,7
1,9,72,87,0,6,5,0,8,13
1,10,121,87,0,4,49,0,6,55
2,0,6,0,0,7,6,0,6,12
2,1,65,0,0,4,59,0,1,60
2,2,83,0,0,7,18,0,10,28
2,3,83,26,1,6,0,26,34,8
2,4,83,41,1,6,0,15,22,7
2,5,83,66,1,7,0,25,35,10
2,6,92,66,0,8,9,0,10,19
2,7,114,66,0,5,22,0,6,28
3,0,11,0,0,9,11,0,9,20
3,1,11,38,1,4,0,38,47,9
3,2,20,38,0,10,9,0,4,13
3,3,20,60,1,14,0,22,26,4
3,4,42,60,0,10,22,0,5,27
3,5,42,67,1,8,0,7,13,6
3,6,83,67,0,7,41,0,10,51
3,7,83,116,1,5,0,49,59,10
4,0,3,0,0,7,3,0,10,13
4,1,39,0,0,4,36,0,7,43
4,2,46,0,0,9,7,0,5,12
4,3,67,0,0,4,21,0,8,29
4,4,70,0,0,5,3,0,9,12
4,5,103,0,0,4,33,0,7,40
5,0,37,0,0,8,37,0,0,12
5,1,37,26,1,3,0,26,36,10
5,2,73,26,0,3,36,0,4,40
5,3,87,26,0,6,14,0,9,23
5,4,137,26,0,5,50,0,9,59
6,0,30,0,0,3,30,0,5,35
6,1,33,0,0,4,3,0,8,11
6,2,86,0,0,6,53,0,5,58
6,3,91,0,0,3,5,0,10,15
6,4,91,11,1,5,0,11,18,7
6,5,91,30,1,12,0,19,20,1
6,6,97,30,0,5,6,0,5,11
6,7,97,67,1,5,0,37,47,10
6,8,108,67,0,6,11,0,6,17
7,0,40,0,0,2,40,0,8,48
7,1,60,0,0,3,20,0,9,29
7,2,67,0,0,6,7,0,5,12
7,3,67,7,1,4,0,7,15,8
7,4,67,34,1,6,0,27,36,9
7,5,75,34,0,8,8,0,7,15
7,6,107,34,0,7,32,0,7,39
8,0,0,34,1,2,0,34,38,4
8,1,0,84,1,6,0,50,25,0
8,2,0,115,1,5,0,31,34,3
9,0,16,0,0,8,16,0,1,17
9,1,48,0,0,1,32,0,10,42
9,2,48,32,1,6,0,32,41,9
9,3,72,32,0,7,24,0,3,27
9,4,72,51,1,9,0,19,29,10
9,5,72,92,1,1,0,41,50,9
9,6,77,92,0,8,5,0,10,15
9,7,109,92,0,4,32,0,10,42
10,0,0,5,1,14,0,5,11,6
10,1,22,5,0,9,22,0,1,23
10,2,24,5,0,9,2,0,10,12
10,3,44,5,0,7,20,0,8,28
10,4,44,25,1,8,0,20,28,8
10,5,44,53,1,7,0,28,35,7
10,6,58,53,0,5,14,0,10,24
10,7,77,53,0,1,19,0,1,20
10,8,77,64,1,6,0,11,15,4
10,9,77,105,1,3,0,41,51,10
11,0,0,10,1,6,0,10,20,10
11,1,17,10,0,7,17,0,1,18
11,2,60,10,0,9,43,0,0,18
11,3,92,10,0,3,32,0,8,40
11,4,92,58,1,5,0,48,23,0
11,5,139,58,0,1,47,0,10,57
12,0,0,34,1,3,0,34,39,5
12,1,17,34,0,6,17,0,8,25
12,2,17,85,1,3,0,51,52,1
12,3,90,85,0,1,73,0,4,77
12,4,90,89,1,10,0,4,11,7
12,5,119,89,0,8,29,0,9,38
13,0,0,22,1,5,0,22,32,10
13,1,25,22,0,7,25,0,1,26
13,2,25,26,1,6,0,4,12,8
13,3,25,82,1,3,0,56,62,6
13,4,25,114,1,6,0,32,35,3
14,0,43,0,0,4,43,0,6,49
14,1,64,0,0,4,21,0,7,28
14,2,104,0,0,7,40,0,10,50
15,0,0,33,1,4,0,33,41,8
15,1,0,76,1,3,0,43,44,1
15,2,25,76,0,4,25,0,8,33
15,3,25,118,1,8,0,42,50,8
16,0,24,0,0,5,24,0,3,27
16,1,35,0,0,6,11,0,8,19
16,2,35,8,1,5,0,8,11,3
16,3,35,12,1,8,0,4,13,9
16,4,36,12,0,9,1,0,10,11
16,5,36,57,1,4,0,45,54,9
16,6,72,57,0,5,36,0,5,41
16,7,72,115,1,3,0,58,68,10
17,0,33,0,0,2,33,0,5,38
17,1,38,0,0,7,5,0,10,15
17,2,62,0,0,2,24,0,4,28
17,3,62,14,1,7,0,14,18,4
17,4,69,14,0,6,7,0,7,14
17,5,69,22,1,9,0,8,18,10
17,6,90,22,0,4,21,0,8,29
17,7,90,40,1,6,0,18,25,7
17,8,90,63,1,7,0,23,32,9
17,9,100,63,0,9,10,0,7,17
18,0,25,0,0,11,25,0,7,32
18,1,25,29,1,4,0,29,37,8
18,2,41,29,0,8,16,0,9,25
18,3,41,69,1,7,0,40,50,10
18,4,59,69,0,6,18,0,8,26
18,5,87,69,0,6,28,0,4,32
18,6,101,69,0,7,14,0,8,22
19,0,45,0,0,4,45,0,6,51
19,1,72,0,0,5,27,0,8,35
19,2,95,0,0,8,23,0,3,26
19,3,110,0,0,8,15,0,9,24
