Game,Rounds,P0 Score,P1 Score,Winner
0,9,136,46,0
1,5,114,50,0
2,6,112,52,0
3,5,37,132,1
4,11,84,100,1
5,3,107,0,0
6,10,117,63,0
7,4,29,121,1
8,11,124,80,0
9,8,20,100,1
10,7,113,30,0
11,4,0,104,1
12,11,93,146,1
13,4,100,33,0
14,10,91,116,1
15,4,13,101,1
16,6,60,104,1
17,5,20,103,1
18,9,120,82,0
19,8,105,74,0
20,7,25,143,1
21,8,50,125,1
22,3,0,101,1
23,5,0,132,1
24,9,107,31,0
,,,,14
