Game,Rounds,P0 Score,P1 Score,Winner
0,10,84,126,1
1,4,62,112,1
2,8,82,114,1
3,8,93,101,1
4,12,108,77,0
5,10,97,115,1
6,10,108,57,0
7,9,117,77,0
8,6,110,29,0
9,5,26,113,1
10,11,99,122,1
11,6,50,125,1
12,6,40,117,1
13,5,4,130,1
14,8,122,79,0
15,8,101,75,0
16,5,120,35,0
17,8,24,128,1
18,8,104,53,0
19,12,118,68,0
20,7,26,136,1
21,7,7,106,1
22,2,0,110,1
23,15,93,112,1
24,9,102,57,0
,,,,15
