RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
10,true,1,72,123,55,10,10,3
9,true,1,27,125,32,1,7,1
8,true,1,35,106,28,9,7,4
9,true,1,23,114,17,2,6,1
6,true,1,57,105,37,8,7,4
17,true,1,82,104,18,7,6,4
12,true,1,27,102,23,10,6,3
15,true,0,106,85,6,23,2,7
9,true,1,33,104,14,8,4,4
5,true,1,17,100,11,10,4,4
9,true,1,90,101,31,7,7,4
14,true,1,86,120,31,5,7,3
8,true,1,92,110,29,7,7,2
5,true,0,109,28,8,40,2,7
7,true,1,55,118,67,7,10,4
5,true,1,72,128,58,10,10,4
5,true,0,121,0,8,33,4,7
2,true,1,0,114,37,7,10,3
7,true,0,138,68,9,52,3,10
9,true,0,108,77,5,21,3,7
7,true,1,38,106,64,2,10,1
8,true,0,123,82,9,64,4,10
11,true,1,47,107,24,8,4,4
6,true,0,106,67,9,22,3,7
8,true,0,114,67,7,34,2,7
10,true,1,88,110,26,8,7,4
10,true,0,115,85,3,64,1,10
11,true,0,120,57,10,49,3,7
13,true,1,67,146,56,6,10,2
7,true,1,44,111,33,8,7,4
10,true,1,52,103,24,4,7,2
11,true,0,128,63,6,37,4,7
8,true,0,123,32,8,41,4,7
14,true,0,119,94,6,29,3,7
9,true,0,120,70,10,62,4,10
12,true,0,119,67,10,36,4,7
12,true,0,105,85,10,39,4,7
8,true,1,87,121,37,9,6,4
6,true,1,70,110,43,0,10,0
7,true,1,18,132,42,9,10,4
7,true,1,51,113,34,2,7,1
10,true,0,125,56,4,39,1,7
8,true,1,65,115,40,9,10,4
9,true,0,107,61,10,22,3,7
9,true,0,120,70,1,28,1,7
9,true,0,119,70,3,37,1,7
11,true,0,107,72,8,40,3,7
4,true,0,107,41,10,68,4,10
9,true,1,42,118,29,8,7,3
6,true,0,113,20,10,37,3,7
