RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,0,100,0,8,17,3,6
12,true,1,94,107,18,8,7,3
9,true,1,84,109,23,7,7,3
10,true,1,90,142,52,8,10,3
10,true,0,106,99,6,46,3,10
6,true,1,12,102,21,9,4,3
6,true,1,47,107,66,3,10,1
3,true,0,100,0,7,29,4,7
10,true,0,101,46,2,11,1,4
11,true,0,136,88,2,59,1,10
12,true,1,76,118,47,8,10,3
10,true,0,103,58,8,43,3,7
10,true,1,26,122,31,8,7,3
5,true,1,0,119,43,2,7,2
11,true,1,70,105,19,2,7,1
3,true,1,9,115,43,10,7,4
7,true,0,105,64,9,31,3,6
8,true,1,75,101,33,8,7,3
15,true,1,99,104,19,6,6,3
11,true,1,77,127,42,8,10,3
5,true,0,101,0,5,14,3,4
12,true,1,81,119,34,8,7,3
7,true,1,77,130,75,1,10,1
9,true,0,106,80,6,13,4,4
9,true,1,61,124,44,10,10,2
12,true,1,59,111,21,2,7,1
6,true,1,33,106,13,4,3,1
8,true,0,105,77,7,18,4,4
8,true,0,104,18,3,25,1,7
10,true,0,111,93,4,16,3,4
8,true,0,108,42,10,27,4,6
8,true,1,99,107,47,7,7,4
6,true,1,17,114,37,1,7,1
12,true,0,102,81,10,15,4,6
9,true,1,98,136,50,7,10,1
9,true,0,127,38,6,46,2,7
9,true,1,52,109,21,10,6,3
10,true,1,88,107,22,10,7,3
8,true,0,103,57,8,47,4,10
10,true,1,43,105,17,3,4,1
6,true,0,114,17,8,27,4,6
8,true,0,101,66,4,15,2,4
7,true,0,125,11,6,42,3,7
8,true,1,46,111,22,8,4,3
12,true,0,109,57,6,19,3,7
8,true,1,36,124,65,9,10,4
9,true,0,103,58,8,26,3,5
12,true,0,125,74,9,45,3,10
7,true,0,129,51,9,64,3,10
7,true,0,133,47,9,46,3,10
