RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,1,59,105,56,8,10,3
4,true,1,9,100,38,5,6,3
9,true,0,113,47,9,42,3,7
4,true,0,103,73,6,47,4,7
9,true,1,41,103,18,7,4,1
8,true,1,79,109,21,10,6,4
4,true,0,106,31,6,63,3,10
9,true,0,112,58,6,34,3,7
9,true,1,67,109,44,1,10,1
4,true,0,109,0,6,22,1,6
9,true,0,106,74,10,35,4,7
13,true,1,52,111,21,8,4,3
7,true,1,71,105,16,9,7,4
9,true,0,103,37,9,24,3,7
10,true,0,129,92,6,38,3,10
5,true,1,29,103,30,8,7,3
3,true,1,9,142,37,0,7,0
7,true,0,106,30,9,18,4,6
3,true,0,107,66,0,82,0,10
4,true,0,117,32,9,47,4,10
7,true,0,113,74,7,65,3,10
5,true,1,14,108,36,8,10,3
6,true,1,57,106,41,10,7,4
15,true,0,147,72,9,68,3,10
12,true,1,86,105,21,9,7,4
4,true,0,135,48,10,56,3,10
6,true,1,93,108,32,10,7,3
12,true,1,99,146,28,0,7,0
5,true,1,22,106,13,0,4,0
4,true,0,125,1,9,36,3,7
7,true,1,94,102,34,0,7,0
10,true,0,105,64,10,62,4,10
6,true,0,117,56,8,54,3,10
14,true,0,138,61,0,16,0,7
3,true,0,101,41,3,53,1,7
5,true,1,74,103,20,8,6,3
11,true,1,54,100,38,9,7,4
9,true,0,107,81,9,18,4,4
7,true,0,107,13,8,17,4,6
6,true,0,120,41,10,50,4,10
9,true,0,103,65,7,14,2,6
5,true,0,109,23,5,23,1,7
5,true,0,146,33,8,60,4,10
11,true,1,83,109,19,2,4,1
7,true,0,104,68,2,12,1,4
7,true,0,106,69,6,20,4,6
10,true,0,103,73,5,30,3,7
11,true,0,113,64,9,25,3,7
10,true,1,47,127,45,10,7,4
8,true,1,37,103,15,1,3,1
5,true,0,101,47,8,65,3,10
6,true,0,106,7,8,26,3,7
7,true,0,106,24,6,41,3,7
14,true,0,135,76,1,58,1,10
9,true,0,125,55,10,36,4,7
6,true,0,128,17,10,50,4,10
