RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
13,true,0,142,55,0,22,0,4
15,true,0,113,94,10,33,3,7
9,true,0,124,48,7,36,4,7
14,true,0,127,99,9,53,4,10
8,true,0,109,48,6,29,3,7
4,true,0,119,10,0,26,0,6
16,true,0,150,89,9,66,3,10
10,true,0,128,41,7,51,4,7
5,true,0,129,43,8,70,4,10
4,true,1,9,134,47,9,10,4
13,true,0,103,74,10,20,4,4
6,true,0,118,36,9,42,3,10
14,true,0,105,54,5,19,2,7
18,true,1,89,102,12,8,4,3
12,true,0,102,79,10,36,3,7
8,true,0,102,92,9,22,3,6
6,true,0,104,87,8,18,3,4
5,true,0,116,20,6,33,3,7
4,true,0,105,60,8,21,3,7
14,true,0,115,61,6,31,3,4
8,true,0,131,59,10,62,3,10
3,true,1,0,101,44,3,10,1
5,true,1,29,163,40,0,10,0
10,true,1,89,103,18,8,5,4
10,true,1,63,105,34,8,7,3
8,true,0,104,58,2,52,1,10
10,true,1,47,110,18,5,6,2
13,true,1,77,117,29,9,7,4
7,true,0,105,76,9,68,4,10
10,true,0,106,57,7,14,4,4
9,true,0,103,82,10,32,4,7
13,true,1,73,111,21,1,4,1
10,true,0,125,80,3,38,1,10
8,true,0,107,86,9,75,4,10
9,true,1,51,113,43,10,10,4
9,true,0,118,55,9,28,3,7
10,true,0,147,74,3,60,2,10
9,true,1,94,108,28,9,7,3
9,true,0,117,33,6,45,4,10
3,true,0,134,0,10,53,1,10
10,true,0,101,75,9,54,4,10
8,true,1,34,138,61,3,10,1
9,true,0,104,49,9,30,3,7
7,true,1,12,109,36,7,10,3
9,true,0,117,79,8,30,4,7
6,true,0,104,58,5,13,3,4
4,true,1,20,115,43,8,7,3
3,true,1,27,111,55,0,10,0
11,true,0,129,84,4,34,1,10
8,true,1,43,105,14,2,4,1
