RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,0,112,6,8,21,3,4
10,true,0,105,85,9,17,3,7
7,true,0,121,70,6,34,2,6
6,true,0,105,89,6,32,3,7
5,true,1,37,124,53,2,10,1
4,true,0,123,6,4,35,1,7
4,true,0,114,0,1,63,1,10
2,true,0,110,0,7,50,2,7
4,true,1,40,133,14,0,4,0
6,true,0,109,56,2,47,1,7
8,true,0,110,89,7,19,4,6
7,true,0,108,46,8,27,3,4
9,true,1,49,102,13,5,4,3
6,true,0,114,30,6,61,3,10
13,true,1,96,121,34,8,6,4
10,true,0,126,94,7,36,3,7
7,true,1,44,106,29,8,6,4
6,true,0,114,48,6,33,4,6
4,true,1,29,104,12,7,4,3
4,true,0,109,0,4,16,1,4
6,true,0,108,9,0,12,0,4
11,true,0,104,51,6,35,3,7
4,true,1,20,108,47,9,7,4
6,true,0,124,53,9,64,3,10
2,true,0,127,0,0,33,0,7
10,true,1,85,134,52,5,10,1
8,true,1,82,102,57,10,10,4
4,true,0,130,17,8,68,3,10
4,true,0,104,16,5,34,2,10
11,true,1,40,128,40,10,7,4
6,true,0,117,13,1,41,1,7
4,true,1,25,103,14,10,4,4
3,true,0,111,7,2,61,1,10
11,true,0,133,84,9,47,3,7
10,true,1,56,110,33,8,7,3
9,true,0,122,93,10,41,3,7
5,true,0,124,31,9,63,3,10
8,true,0,111,70,6,26,3,4
9,true,0,133,67,10,59,2,7
5,true,0,109,8,10,39,4,10
9,true,0,134,64,5,62,1,10
9,true,1,79,140,60,7,10,3
2,true,0,105,0,0,41,0,7
5,true,1,57,103,25,10,7,3
4,true,0,111,8,0,17,0,4
5,true,0,104,23,10,23,4,7
9,true,1,68,109,39,9,6,3
5,true,0,101,0,9,56,4,10
8,true,1,76,104,25,3,7,1
4,true,1,56,106,24,8,7,3
