Player 1 Deadwood: ,,,,,,,,,,,,,,,,,,,,
61,61,33,31,27,27,27,22,22,22,,,,,,,,,,,
44,43,43,33,26,3,3,,,,,,,,,,,,,,
48,18,18,15,15,15,15,15,15,,,,,,,,,,,,
24,22,18,18,17,9,9,,,,,,,,,,,,,,
29,26,26,26,26,23,22,12,12,12,8,8,,,,,,,,,
50,50,50,45,44,40,18,18,13,13,13,,,,,,,,,,
70,70,63,35,13,13,10,10,,,,,,,,,,,,,
56,58,31,11,11,11,13,14,14,14,,,,,,,,,,,
71,41,42,32,31,14,14,12,12,12,,,,,,,,,,,
23,23,23,23,23,18,16,9,9,,,,,,,,,,,,
68,69,43,43,33,29,29,29,,,,,,,,,,,,,
51,21,21,0,,,,,,,,,,,,,,,,,
70,40,38,37,34,30,30,30,,,,,,,,,,,,,
42,42,42,39,42,41,13,11,11,8,8,,,,,,,,,,
65,41,41,41,31,14,5,5,,,,,,,,,,,,,
56,27,22,22,22,,,,,,,,,,,,,,,,
39,39,39,39,29,29,29,,,,,,,,,,,,,,
66,69,69,69,,,,,,,,,,,,,,,,,
64,56,34,34,34,34,34,,,,,,,,,,,,,,
50,50,50,48,34,34,34,30,25,25,25,,,,,,,,,,
38,30,30,26,26,8,8,,,,,,,,,,,,,,
56,48,44,40,26,26,26,26,,,,,,,,,,,,,
54,54,57,57,29,21,1,1,,,,,,,,,,,,,
47,41,34,35,9,9,,,,,,,,,,,,,,,
54,54,30,28,17,17,17,,,,,,,,,,,,,,
61,49,49,49,,,,,,,,,,,,,,,,,
62,53,25,25,25,29,30,30,30,30,,,,,,,,,,,
46,46,40,36,37,37,34,26,23,23,23,23,23,9,9,,,,,,
78,48,48,47,45,45,45,,,,,,,,,,,,,,
50,50,24,24,20,16,15,15,15,15,,,,,,,,,,,
43,42,34,28,18,15,15,15,,,,,,,,,,,,,
54,55,50,44,39,33,28,28,11,11,11,11,,,,,,,,,
43,40,37,32,31,31,22,13,4,4,,,,,,,,,,,
70,70,70,70,70,,,,,,,,,,,,,,,,
44,44,36,26,26,24,12,12,15,0,,,,,,,,,,,
58,58,56,56,56,,,,,,,,,,,,,,,,
46,48,48,44,45,44,16,8,8,,,,,,,,,,,,
60,40,40,14,11,6,6,,,,,,,,,,,,,,
25,23,19,19,21,21,16,6,6,,,,,,,,,,,,
50,50,50,50,,,,,,,,,,,,,,,,,
52,12,12,12,12,8,8,,,,,,,,,,,,,,
44,44,39,29,29,28,23,24,24,23,23,22,21,18,15,15,15,,,,
47,37,38,29,29,29,29,,,,,,,,,,,,,,
75,45,43,39,19,19,18,3,3,,,,,,,,,,,,
33,33,26,28,28,28,28,22,22,22,22,,,,,,,,,,
19,10,10,,,,,,,,,,,,,,,,,,
64,34,35,35,29,28,14,0,,,,,,,,,,,,,
49,52,50,50,47,47,47,,,,,,,,,,,,,,
64,65,35,32,26,24,24,24,,,,,,,,,,,,,
54,54,54,47,39,39,37,35,35,35,35,35,35,,,,,,,,
44,44,9,9,,,,,,,,,,,,,,,,,
31,31,25,9,9,,,,,,,,,,,,,,,,
36,36,17,17,17,17,17,,,,,,,,,,,,,,
46,46,45,44,44,44,44,44,,,,,,,,,,,,,
68,62,54,54,54,54,49,50,50,48,48,48,48,,,,,,,,
47,47,44,34,12,6,6,,,,,,,,,,,,,,
67,67,60,59,58,59,55,56,56,56,,,,,,,,,,,
64,64,35,28,19,11,11,11,,,,,,,,,,,,,
41,42,42,36,37,37,37,29,29,29,20,23,26,26,26,,,,,,
42,42,12,12,3,3,,,,,,,,,,,,,,,
48,48,39,35,35,27,27,27,,,,,,,,,,,,,
30,26,26,12,12,12,10,10,,,,,,,,,,,,,
57,56,57,57,35,35,30,10,10,,,,,,,,,,,,
57,58,58,49,46,44,13,13,13,,,,,,,,,,,,
35,35,25,20,9,9,,,,,,,,,,,,,,,
57,30,12,12,12,12,12,,,,,,,,,,,,,,
66,66,66,60,60,60,56,36,36,12,12,12,12,12,,,,,,,
69,69,68,40,38,37,37,37,,,,,,,,,,,,,
46,16,16,10,10,,,,,,,,,,,,,,,,
29,29,29,21,14,14,14,,,,,,,,,,,,,,
46,22,12,12,0,,,,,,,,,,,,,,,,
45,44,17,17,17,10,10,,,,,,,,,,,,,,
43,43,43,14,12,12,7,7,,,,,,,,,,,,,
47,47,44,44,18,18,21,20,20,20,,,,,,,,,,,
75,36,40,39,5,5,,,,,,,,,,,,,,,
57,28,21,20,20,19,19,19,8,8,,,,,,,,,,,
28,32,29,15,15,15,,,,,,,,,,,,,,,
62,65,63,40,11,11,11,,,,,,,,,,,,,,
58,58,53,49,26,10,10,,,,,,,,,,,,,,
40,40,40,20,20,20,10,10,,,,,,,,,,,,,
68,68,68,65,65,65,,,,,,,,,,,,,,,
32,35,35,30,30,20,17,14,14,14,14,10,10,,,,,,,,
51,26,20,20,12,7,7,,,,,,,,,,,,,,
62,62,61,32,31,31,31,,,,,,,,,,,,,,
37,37,31,31,22,20,20,20,8,8,,,,,,,,,,,
35,36,36,35,30,30,7,7,,,,,,,,,,,,,
61,36,9,9,,,,,,,,,,,,,,,,,
46,36,36,9,9,,,,,,,,,,,,,,,,
35,14,6,6,,,,,,,,,,,,,,,,,
64,64,38,35,35,35,35,,,,,,,,,,,,,,
33,36,36,30,30,30,30,30,30,30,,,,,,,,,,,
73,70,66,60,60,57,33,33,33,,,,,,,,,,,,
56,41,22,17,17,17,17,17,17,17,17,,,,,,,,,,
35,26,26,26,26,28,28,28,25,25,25,,,,,,,,,,
64,64,34,30,30,33,25,18,5,5,,,,,,,,,,,
39,38,41,15,15,15,8,8,,,,,,,,,,,,,
70,70,55,47,47,47,47,21,21,23,19,11,6,6,,,,,,,
67,38,38,41,41,19,14,14,14,14,14,,,,,,,,,,
55,55,54,52,52,52,52,52,52,52,,,,,,,,,,,
41,14,11,11,11,6,6,,,,,,,,,,,,,,
61,61,33,33,33,29,29,29,27,27,27,,,,,,,,,,
39,39,39,11,11,5,5,,,,,,,,,,,,,,
31,28,25,20,16,16,16,,,,,,,,,,,,,,
57,27,1,1,,,,,,,,,,,,,,,,,
55,56,53,50,49,23,7,7,,,,,,,,,,,,,
43,28,22,15,15,8,8,,,,,,,,,,,,,,
46,18,18,11,5,5,,,,,,,,,,,,,,,
20,14,19,19,19,8,8,,,,,,,,,,,,,,
51,55,53,51,24,22,22,15,15,15,,,,,,,,,,,
71,71,47,26,26,3,3,,,,,,,,,,,,,,
52,22,22,22,17,14,14,10,10,,,,,,,,,,,,
31,31,31,12,8,8,,,,,,,,,,,,,,,
77,48,48,28,28,25,24,24,24,24,,,,,,,,,,,
51,23,14,10,10,,,,,,,,,,,,,,,,
42,35,29,29,28,28,28,27,27,27,,,,,,,,,,,
63,63,44,37,37,26,18,15,16,25,25,17,9,9,,,,,,,
65,66,66,28,26,26,19,19,15,16,4,4,,,,,,,,,
35,35,31,31,32,23,22,13,13,13,,,,,,,,,,,
45,23,23,20,22,22,22,22,,,,,,,,,,,,,
51,47,43,35,35,35,35,26,26,26,26,,,,,,,,,,
42,35,26,23,23,23,23,,,,,,,,,,,,,,
45,36,36,30,23,26,17,8,8,,,,,,,,,,,,
39,39,39,11,11,11,11,,,,,,,,,,,,,,
77,71,69,49,44,37,38,35,26,26,26,,,,,,,,,,
42,42,42,44,42,38,32,32,5,5,,,,,,,,,,,
41,41,36,36,36,36,30,28,28,28,,,,,,,,,,,
56,56,53,51,46,43,43,43,,,,,,,,,,,,,
33,28,20,16,16,16,16,16,16,,,,,,,,,,,,
58,58,58,50,41,14,13,13,11,11,11,,,,,,,,,,
57,18,16,16,12,12,12,12,,,,,,,,,,,,,
38,32,32,28,28,28,28,28,,,,,,,,,,,,,
14,14,13,9,9,,,,,,,,,,,,,,,,
38,40,11,11,11,11,11,,,,,,,,,,,,,,
71,70,69,41,41,40,41,41,41,,,,,,,,,,,,
65,38,38,16,14,13,13,13,13,16,16,,,,,,,,,,
22,4,4,,,,,,,,,,,,,,,,,,
28,32,32,32,32,,,,,,,,,,,,,,,,
57,51,51,51,51,50,33,33,33,9,9,,,,,,,,,,
58,58,55,55,31,31,31,22,22,22,,,,,,,,,,,
45,39,35,39,36,36,36,36,36,,,,,,,,,,,,
42,32,32,25,16,10,10,,,,,,,,,,,,,,
48,48,48,47,19,15,15,12,8,8,,,,,,,,,,,
46,46,16,15,15,15,18,17,1,1,,,,,,,,,,,
38,38,34,34,34,,,,,,,,,,,,,,,,
38,38,31,22,12,10,10,,,,,,,,,,,,,,
54,54,54,54,54,54,,,,,,,,,,,,,,,
35,33,32,12,12,3,3,,,,,,,,,,,,,,
48,48,40,40,40,40,40,32,23,21,12,7,7,,,,,,,,
28,25,25,21,14,14,14,,,,,,,,,,,,,,
56,56,28,26,19,3,3,,,,,,,,,,,,,,
37,32,32,32,32,32,35,29,29,29,29,29,,,,,,,,,
45,41,31,31,15,9,9,,,,,,,,,,,,,,
47,47,48,48,18,20,20,1,1,,,,,,,,,,,,
62,62,35,29,13,15,15,15,,,,,,,,,,,,,
39,39,17,17,7,7,,,,,,,,,,,,,,,
69,69,46,36,36,36,36,,,,,,,,,,,,,,
70,71,66,57,57,53,51,49,44,44,44,,,,,,,,,,
62,63,33,32,32,34,12,7,7,,,,,,,,,,,,
48,46,41,41,41,,,,,,,,,,,,,,,,
56,56,48,36,28,28,28,27,7,7,,,,,,,,,,,
66,67,61,62,61,32,14,19,19,19,,,,,,,,,,,
34,34,33,29,31,31,31,17,14,14,14,,,,,,,,,,
43,43,42,45,22,22,22,22,15,15,15,,,,,,,,,,
63,63,62,34,14,15,12,12,8,8,,,,,,,,,,,
45,48,48,48,21,18,18,17,17,17,17,,,,,,,,,,
24,20,20,20,12,12,7,7,,,,,,,,,,,,,
67,65,68,46,44,44,17,17,17,,,,,,,,,,,,
49,49,20,12,12,12,8,8,,,,,,,,,,,,,
55,55,47,47,18,18,18,18,,,,,,,,,,,,,
31,12,12,12,12,8,8,,,,,,,,,,,,,,
39,11,10,10,,,,,,,,,,,,,,,,,
37,30,18,18,6,6,,,,,,,,,,,,,,,
48,48,48,48,47,19,19,1,1,,,,,,,,,,,,
45,38,41,41,27,26,26,26,23,23,23,,,,,,,,,,
22,18,14,14,4,4,,,,,,,,,,,,,,,
53,24,18,18,18,18,3,3,,,,,,,,,,,,,
52,32,34,34,37,37,37,37,,,,,,,,,,,,,
47,17,17,15,12,12,12,12,12,12,12,2,2,,,,,,,,
57,57,59,52,23,20,12,7,7,,,,,,,,,,,,
51,23,18,18,18,18,18,,,,,,,,,,,,,,
41,42,42,42,43,20,10,10,,,,,,,,,,,,,
68,68,69,60,60,60,30,28,22,15,11,9,9,,,,,,,,
35,35,33,34,34,34,34,34,,,,,,,,,,,,,
15,10,10,,,,,,,,,,,,,,,,,,
57,53,57,57,57,53,49,48,48,48,,,,,,,,,,,
50,47,43,40,40,42,40,37,19,10,10,,,,,,,,,,
35,35,32,32,9,9,,,,,,,,,,,,,,,
54,54,55,54,54,51,42,40,39,39,39,,,,,,,,,,
37,38,11,11,11,12,9,9,,,,,,,,,,,,,
47,17,5,5,,,,,,,,,,,,,,,,,
71,73,73,65,64,62,62,62,62,,,,,,,,,,,,
32,24,24,24,20,20,21,21,21,21,,,,,,,,,,,
64,64,64,64,64,42,42,19,12,12,12,12,,,,,,,,,
58,59,59,62,62,38,35,25,12,9,9,,,,,,,,,,
42,35,35,28,18,12,12,12,12,,,,,,,,,,,,
58,58,57,32,24,11,6,6,,,,,,,,,,,,,
35,29,29,29,25,25,25,25,25,25,25,25,8,8,,,,,,,
63,63,62,61,38,33,33,27,27,27,,,,,,,,,,,
52,46,40,41,42,42,22,22,22,17,6,6,,,,,,,,,
47,47,47,47,,,,,,,,,,,,,,,,,
35,35,35,39,33,32,32,32,32,23,14,14,14,,,,,,,,
51,51,51,51,,,,,,,,,,,,,,,,,
66,66,63,63,61,35,32,32,32,,,,,,,,,,,,
56,55,27,27,27,27,23,27,23,9,9,,,,,,,,,,
71,71,71,,,,,,,,,,,,,,,,,,
60,60,31,24,24,10,10,,,,,,,,,,,,,,
44,44,35,35,35,35,35,,,,,,,,,,,,,,
72,72,42,42,41,41,43,41,39,17,17,10,10,,,,,,,,
63,58,58,55,58,30,31,11,11,11,,,,,,,,,,,
61,33,30,18,18,18,18,18,18,18,,,,,,,,,,,
33,23,25,25,24,24,5,5,,,,,,,,,,,,,
18,13,13,13,13,7,7,,,,,,,,,,,,,,
47,47,46,46,46,38,34,33,30,24,18,19,19,19,19,,,,,,
39,40,12,12,12,12,12,,,,,,,,,,,,,,
41,42,38,38,22,22,18,18,18,,,,,,,,,,,,
50,20,10,10,,,,,,,,,,,,,,,,,
79,79,50,54,53,33,25,25,25,10,10,,,,,,,,,,
56,50,43,43,43,,,,,,,,,,,,,,,,
47,49,49,39,34,9,9,,,,,,,,,,,,,,
38,40,37,35,35,35,,,,,,,,,,,,,,,
60,60,33,8,8,,,,,,,,,,,,,,,,
22,23,13,13,11,11,11,11,12,12,12,10,10,,,,,,,,
51,51,33,22,23,3,3,,,,,,,,,,,,,,
66,66,48,48,20,20,20,,,,,,,,,,,,,,
32,32,32,7,7,,,,,,,,,,,,,,,,
10,10,,,,,,,,,,,,,,,,,,,
71,42,13,5,5,,,,,,,,,,,,,,,,
56,57,53,26,25,21,21,21,,,,,,,,,,,,,
41,41,42,41,41,41,41,,,,,,,,,,,,,,
57,40,40,40,40,31,31,31,31,,,,,,,,,,,,
63,33,30,30,32,14,14,14,,,,,,,,,,,,,
65,65,61,61,54,50,50,50,,,,,,,,,,,,,
79,49,25,25,25,,,,,,,,,,,,,,,,
57,37,14,14,20,20,15,7,7,,,,,,,,,,,,
13,6,6,,,,,,,,,,,,,,,,,,
49,25,15,13,12,12,12,,,,,,,,,,,,,,
74,68,68,68,39,39,14,8,8,,,,,,,,,,,,
77,77,71,44,44,29,22,22,22,22,,,,,,,,,,,
54,47,47,47,22,15,13,15,15,15,,,,,,,,,,,
75,75,74,44,43,43,31,24,20,20,20,,,,,,,,,,
66,65,65,65,26,5,5,,,,,,,,,,,,,,
60,59,50,43,43,43,27,27,27,,,,,,,,,,,,
69,40,40,39,23,20,15,15,15,,,,,,,,,,,,
44,49,49,25,18,15,15,9,9,,,,,,,,,,,,
62,62,62,33,33,8,8,,,,,,,,,,,,,,
73,45,18,4,4,,,,,,,,,,,,,,,,
63,63,64,60,60,60,,,,,,,,,,,,,,,
32,32,7,7,,,,,,,,,,,,,,,,,
59,59,58,37,32,30,28,12,12,2,2,,,,,,,,,,
48,48,18,11,10,10,,,,,,,,,,,,,,,
46,18,1,1,,,,,,,,,,,,,,,,,
43,36,29,27,27,26,25,25,25,,,,,,,,,,,,
40,35,35,26,26,20,22,21,21,21,21,21,,,,,,,,,
48,50,46,46,44,50,47,39,35,35,35,,,,,,,,,,
59,59,39,39,39,33,14,8,8,,,,,,,,,,,,
45,35,10,10,,,,,,,,,,,,,,,,,
25,25,23,10,10,,,,,,,,,,,,,,,,
15,15,13,13,13,13,,,,,,,,,,,,,,,
49,50,28,14,14,5,5,,,,,,,,,,,,,,
58,52,43,26,26,26,26,26,,,,,,,,,,,,,
10,10,,,,,,,,,,,,,,,,,,,
68,40,34,34,26,24,23,17,17,17,17,17,17,16,5,5,,,,,
40,40,40,44,22,19,12,1,1,,,,,,,,,,,,
50,29,29,10,10,,,,,,,,,,,,,,,,
64,64,64,37,29,29,28,20,20,16,16,16,,,,,,,,,
55,55,54,54,54,,,,,,,,,,,,,,,,
46,46,46,20,20,20,12,8,8,,,,,,,,,,,,
55,56,56,55,55,28,25,22,22,22,,,,,,,,,,,
46,46,43,15,15,10,10,,,,,,,,,,,,,,
67,67,63,63,37,33,27,22,22,22,22,,,,,,,,,,
38,34,31,31,31,31,31,31,31,,,,,,,,,,,,
52,44,37,40,40,37,12,12,5,5,,,,,,,,,,,
