Game,Rounds,P0 Score,P1 Score,Winner
0,5,20,101,1
1,8,93,111,1
2,7,88,111,1
3,7,57,143,1
4,6,121,46,0
5,9,102,47,0
6,10,104,85,0
7,4,0,117,1
8,5,104,13,0
9,9,79,122,1
10,9,104,70,0
11,7,4,120,1
12,8,49,104,1
13,5,3,116,1
14,7,43,102,1
15,5,0,115,1
16,12,115,62,0
17,6,0,108,1
18,8,119,31,0
19,7,117,70,0
