Game,Rounds,P0 Score,P1 Score,Winner
0,8,107,80,0
1,8,105,54,0
2,7,52,100,1
3,4,5,108,1
4,6,112,50,0
5,7,122,59,0
6,7,111,70,0
7,8,111,44,0
8,5,112,2,0
9,5,49,100,1
10,7,108,49,0
11,5,112,19,0
12,6,48,111,1
13,7,111,50,0
14,7,60,109,1
15,4,15,100,1
16,5,125,33,0
17,12,132,76,0
18,10,79,111,1
19,6,111,23,0
20,7,55,109,1
21,6,28,131,1
22,3,0,112,1
23,7,7,117,1
24,6,128,38,0
,,,MCTSWin,11
