RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,0,100,64,7,16,4,7
8,true,1,53,139,53,3,10,1
6,true,0,110,16,9,52,3,10
5,true,1,41,115,32,0,7,0
5,true,0,152,21,5,63,2,10
10,true,0,104,77,1,18,1,7
6,true,1,63,105,52,9,10,4
6,true,0,119,13,8,40,3,7
5,true,1,36,127,63,10,10,4
8,true,1,84,113,39,9,10,4
11,true,1,79,105,31,9,7,4
10,true,0,101,74,5,13,1,4
11,true,1,30,131,38,3,7,1
6,true,0,101,71,4,22,3,6
8,true,0,106,77,10,18,3,4
6,true,0,117,27,6,31,2,7
7,true,1,65,110,32,2,7,1
5,true,0,116,34,7,42,3,7
9,true,1,36,124,50,5,7,3
5,true,1,0,120,34,10,7,4
