RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,0,111,79,6,19,3,6
10,true,0,134,67,8,55,3,7
7,true,1,47,119,41,8,10,4
10,true,0,110,88,10,65,3,10
5,true,0,118,0,7,46,4,10
6,true,0,118,29,1,39,1,7
9,true,0,150,82,1,60,1,10
2,true,1,0,119,39,10,5,4
3,true,0,109,0,6,17,2,7
14,true,0,132,69,4,43,1,10
10,true,1,70,104,24,4,6,3
7,true,0,109,49,10,37,3,7
4,true,1,4,102,24,7,7,2
9,true,1,63,121,36,10,6,3
7,true,1,14,113,29,10,7,4
9,true,0,113,31,7,31,2,7
5,true,1,47,113,37,9,10,3
9,true,0,101,79,10,39,3,7
3,true,0,105,6,8,38,3,7
6,true,0,108,15,4,22,1,7
