Game,Rounds,P0 Score,P1 Score,Winner
0,3,0,113,1
1,7,128,24,0
2,6,107,62,0
3,8,65,118,1
4,8,106,70,0
5,7,121,28,0
6,8,114,58,0
7,6,35,114,1
8,8,101,42,0
9,7,102,61,0
10,6,101,86,0
11,10,61,110,1
12,6,19,113,1
13,3,0,105,1
14,8,37,129,1
15,4,0,114,1
16,7,79,130,1
17,7,50,112,1
18,6,31,103,1
19,8,124,64,0
20,7,6,127,1
21,5,82,115,1
22,9,85,150,1
23,5,43,121,1
24,6,24,104,1
