RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,0,133,23,7,56,4,10
8,true,0,111,88,1,22,1,7
9,true,0,150,56,4,74,1,10
11,true,1,50,102,35,6,7,3
3,true,0,106,0,0,13,0,4
9,true,1,79,107,47,10,10,4
9,true,0,138,91,5,49,2,10
7,true,0,101,83,4,36,1,7
10,true,0,133,41,9,57,4,10
12,true,0,135,74,0,16,0,6
11,true,0,122,66,1,40,1,7
7,true,0,132,35,10,50,4,10
10,true,0,121,78,1,48,1,10
6,true,1,18,123,34,8,4,3
10,true,0,110,72,10,57,4,10
7,true,1,3,102,30,9,7,4
8,true,0,107,58,8,19,4,7
4,true,0,125,0,8,46,2,7
9,true,0,101,38,7,19,3,7
9,true,0,115,75,8,25,3,7
