RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,1,34,100,38,9,7,3
9,true,0,134,37,8,63,3,10
6,true,0,129,3,6,38,2,6
11,true,0,111,72,2,26,1,7
9,true,1,85,123,44,10,10,3
14,true,0,102,62,4,19,3,7
8,true,0,104,17,6,32,3,7
7,true,1,40,100,45,4,7,1
7,true,1,24,126,47,10,10,3
9,true,1,50,139,46,0,10,0
9,true,0,105,87,6,34,3,7
7,true,1,60,123,42,10,7,4
12,true,0,133,78,0,11,0,4
14,true,0,102,73,5,20,1,4
10,true,1,93,108,27,10,7,4
8,true,1,19,100,11,10,4,3
13,true,0,106,69,1,27,1,7
3,true,0,103,24,9,15,4,6
9,true,1,40,105,20,10,7,4
11,true,0,104,50,9,33,3,7
11,true,0,138,73,0,67,0,10
11,true,1,98,109,34,9,7,4
5,true,1,39,103,15,2,4,1
4,true,0,105,65,7,32,3,6
7,true,0,114,81,6,33,3,7
9,true,1,30,130,41,5,10,3
8,true,0,129,22,6,40,4,10
5,true,1,7,109,29,4,7,1
5,true,0,123,4,9,33,4,7
6,true,0,112,55,10,23,4,6
12,true,0,118,65,9,31,4,7
5,true,0,136,46,8,63,4,10
12,true,0,109,74,10,35,3,10
7,true,1,12,105,25,6,7,2
7,true,1,21,103,33,8,7,4
9,true,0,126,82,4,37,1,7
14,true,0,111,63,10,22,4,6
6,true,0,107,42,7,15,4,6
11,true,1,96,101,43,10,7,4
9,true,1,58,113,32,5,7,3
8,true,1,32,125,17,0,6,0
5,true,1,17,130,59,10,10,3
9,true,1,34,105,31,9,7,4
10,true,1,32,119,35,10,7,3
8,true,0,100,64,8,56,2,10
7,true,0,119,41,7,27,3,6
12,true,0,109,99,6,20,3,7
10,true,1,38,105,36,8,7,3
9,true,1,68,115,49,9,10,3
15,true,0,100,89,8,14,4,4
