RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,0,120,41,10,31,2,7
15,true,1,74,130,38,7,7,4
4,true,0,104,7,6,22,3,6
10,true,1,47,114,43,8,10,3
8,true,1,46,109,33,8,7,4
6,true,1,44,112,21,4,6,2
9,true,0,109,52,2,16,1,4
10,true,0,111,51,10,25,4,7
8,true,1,95,145,83,10,10,4
10,true,1,82,135,70,10,10,4
10,true,1,91,114,64,9,10,4
10,true,0,112,42,3,26,1,4
5,true,1,12,108,14,0,4,0
10,true,1,53,104,56,10,10,4
4,true,0,120,6,0,19,0,4
5,true,1,43,109,48,8,10,4
8,true,0,102,8,10,18,3,4
7,true,1,61,143,62,3,10,1
11,true,0,107,42,9,23,4,7
6,true,0,109,0,9,26,4,5
8,true,0,114,36,5,36,2,7
10,true,0,102,72,0,26,0,7
13,true,1,84,128,38,9,7,3
9,true,1,27,129,46,5,7,3
6,true,0,101,53,1,15,1,4
7,true,1,93,115,69,1,10,1
8,true,0,110,52,9,34,4,7
8,true,0,110,47,7,19,3,6
10,true,0,130,3,5,47,1,7
4,true,1,0,102,11,7,4,4
10,true,0,108,89,9,20,3,6
11,true,1,87,102,23,8,7,4
8,true,1,30,125,40,9,10,3
9,true,1,79,106,56,9,10,4
6,true,1,34,101,28,7,7,3
6,true,0,126,19,8,64,4,10
10,true,1,25,101,18,10,4,3
7,true,1,25,105,12,6,4,2
6,true,1,20,102,28,1,7,1
6,true,0,114,37,8,61,4,10
8,true,0,113,99,9,62,3,10
9,true,0,140,67,0,28,0,4
5,true,1,29,113,27,9,7,3
6,true,0,109,19,9,36,4,7
8,true,0,112,60,2,29,1,7
6,true,1,22,138,76,10,10,3
8,true,0,100,6,10,31,4,6
7,true,0,139,15,10,60,2,10
6,true,0,126,47,10,72,4,10
7,true,0,113,59,1,17,1,6
