RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
5,true,0,152,40,2,65,1,10
5,true,1,24,123,41,9,10,4
9,true,0,136,92,9,78,4,10
5,true,1,0,103,13,1,6,1
6,true,1,71,132,70,2,10,1
9,true,0,109,55,2,21,1,3
2,true,0,114,0,9,36,3,7
7,true,1,70,135,40,1,7,1
4,true,0,103,62,6,73,1,10
9,true,0,143,88,8,53,3,10
5,true,0,108,10,7,40,3,6
2,true,0,108,0,2,24,1,3
6,true,0,103,44,9,49,4,7
5,true,0,123,24,2,32,1,7
8,true,1,96,144,47,2,10,1
8,true,1,91,162,41,0,7,0
8,true,0,102,73,8,38,2,7
6,true,1,59,104,16,4,3,2
3,true,0,117,0,2,26,1,4
4,true,0,104,50,3,32,1,7
7,true,1,80,120,20,0,7,0
11,true,1,85,126,25,0,7,0
9,true,0,146,19,10,57,3,10
4,true,0,116,0,4,36,1,7
5,true,0,140,35,7,65,2,10
5,true,0,105,37,7,21,2,3
2,true,0,119,0,2,40,1,7
2,true,1,0,109,69,9,10,3
7,true,1,84,100,13,7,4,4
6,true,1,18,118,62,6,10,3
7,true,1,81,117,37,5,7,3
4,true,1,64,110,64,10,10,2
5,true,0,130,22,10,41,3,7
6,true,0,153,77,8,75,2,10
5,true,0,103,72,5,47,1,10
2,true,0,111,0,10,33,4,7
7,true,0,137,23,7,56,3,10
2,true,0,102,0,1,28,1,7
10,true,0,137,84,10,48,4,7
3,true,0,118,0,2,51,1,7
5,true,1,81,116,34,10,7,4
8,true,0,138,66,8,67,3,10
5,true,0,109,43,10,26,4,7
8,true,1,69,108,22,4,4,3
6,true,0,122,67,9,53,3,10
7,true,0,124,76,9,34,4,7
6,true,0,105,6,7,22,3,4
10,true,0,107,79,7,19,2,4
5,true,0,103,40,9,25,4,4
6,true,0,102,18,2,27,2,7
3,true,1,0,129,51,3,10,1
5,true,1,41,116,31,9,7,4
2,true,0,108,0,7,30,3,4
7,true,1,94,114,36,3,7,1
4,true,1,7,143,50,3,10,1
6,true,0,106,40,7,36,4,7
9,true,1,95,101,28,10,6,2
6,true,0,104,36,9,36,2,7
1,true,0,103,0,3,64,1,10
4,true,1,24,129,49,10,7,4
4,true,1,69,109,33,0,7,0
10,true,0,130,75,9,59,4,10
5,true,1,46,111,33,2,7,1
6,true,1,85,101,31,9,6,3
8,true,0,136,66,8,60,4,10
8,true,1,92,103,12,0,4,0
1,true,1,0,121,66,9,10,1
7,true,0,102,83,10,23,4,4
3,true,0,108,41,7,30,3,4
4,true,0,110,51,5,39,2,7
4,true,0,127,25,9,38,3,7
7,true,1,45,111,21,2,4,1
2,true,0,100,0,9,66,3,10
8,true,0,114,35,1,39,1,7
5,true,0,109,67,7,18,2,5
3,true,0,144,32,7,69,4,10
5,true,1,38,101,12,4,3,1
10,true,1,69,140,65,8,10,4
4,true,1,19,156,48,0,10,0
7,true,0,123,98,6,61,1,10
8,true,0,129,20,10,49,4,10
6,true,0,101,70,9,14,3,5
3,true,0,106,29,2,21,1,3
3,true,0,123,47,10,45,3,7
4,true,0,100,0,8,56,3,10
5,true,0,115,30,10,37,3,6
4,true,1,15,105,14,4,3,1
6,true,1,93,101,70,9,10,3
6,true,0,114,51,10,44,2,7
3,true,0,111,0,8,25,3,4
7,true,0,108,53,9,37,4,7
3,true,0,104,21,9,70,3,10
6,true,0,107,17,10,31,4,7
5,true,0,122,23,5,37,2,7
5,true,0,130,98,7,86,3,10
4,true,1,64,132,63,6,10,2
5,true,0,101,22,7,37,3,7
5,true,0,120,29,0,51,0,10
5,true,0,123,20,0,35,0,7
6,true,0,118,31,2,21,1,3
6,true,0,120,21,6,28,2,7
7,true,1,72,127,37,5,7,1
6,true,0,133,51,5,48,3,7
10,true,0,145,54,7,60,3,10
5,true,0,141,49,6,51,2,7
4,true,0,106,4,5,27,3,7
3,true,0,135,17,7,43,2,7
4,true,1,0,112,45,10,10,3
6,true,0,134,79,9,52,3,7
5,true,0,104,56,6,37,1,7
5,true,0,107,46,8,41,4,7
7,true,0,155,71,0,37,0,7
7,true,1,83,125,37,10,7,3
4,true,0,115,44,10,35,3,7
11,true,0,117,41,8,37,2,7
3,true,1,14,109,44,7,7,1
4,true,0,111,16,9,49,4,7
3,true,0,102,46,9,25,3,4
8,true,1,60,100,27,2,6,1
6,true,1,48,102,26,4,4,1
8,true,1,75,120,18,0,6,0
8,true,1,66,109,18,1,3,1
10,true,0,110,90,4,26,1,7
