RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,1,48,100,19,6,7,3
9,true,0,117,74,7,51,3,10
9,true,0,100,89,10,12,4,4
6,true,0,111,27,6,21,1,4
7,true,0,108,62,8,33,3,7
6,true,0,101,30,3,13,1,4
6,true,0,106,0,5,14,2,4
5,true,0,103,20,8,43,3,7
9,true,0,103,60,9,20,4,7
7,true,0,105,30,6,24,3,7
10,true,0,103,88,8,20,3,7
13,true,1,53,107,12,2,4,1
4,true,0,111,5,2,30,1,7
10,true,0,108,60,4,20,1,4
6,true,0,117,16,7,37,3,7
8,true,0,105,51,0,18,0,4
8,true,1,60,120,53,7,7,3
13,true,1,80,129,41,6,7,4
5,true,1,8,107,20,0,7,0
9,true,0,124,66,5,49,2,7
8,true,0,114,93,0,20,0,6
11,true,0,104,42,1,12,1,4
13,true,0,113,73,1,33,1,7
6,true,1,25,112,22,1,6,1
12,true,1,71,101,17,8,7,3
11,true,0,107,55,3,19,1,5
7,true,0,122,27,9,36,4,10
8,true,0,146,42,1,58,1,10
10,true,0,149,16,0,30,0,7
9,true,0,100,44,10,44,3,6
12,true,0,121,65,8,41,3,6
4,true,1,35,100,44,0,10,0
8,true,0,134,74,10,52,4,10
16,true,0,108,79,5,18,2,4
6,true,0,102,30,7,17,3,6
9,true,1,88,109,20,4,6,1
9,true,1,89,122,37,0,7,0
4,true,0,109,32,1,61,1,10
11,true,1,75,105,22,1,7,1
10,true,1,87,109,12,1,4,1
11,true,0,149,76,8,58,2,10
10,true,0,103,73,10,35,4,7
9,true,0,123,64,0,13,0,4
12,true,1,65,106,11,1,5,1
3,true,0,109,5,10,58,4,10
11,true,1,68,107,49,7,10,4
5,true,1,0,102,25,7,7,3
13,true,0,114,98,0,12,0,4
8,true,1,33,133,11,0,3,0
10,true,0,105,95,6,40,2,7
9,true,0,114,85,8,68,3,10
7,true,0,123,15,1,32,1,7
9,true,0,114,76,9,30,2,7
4,true,0,114,7,1,39,1,10
7,true,1,37,101,37,4,7,1
5,true,1,4,124,33,6,6,3
7,true,0,112,53,9,47,3,10
8,true,0,105,70,7,48,3,10
5,true,0,111,14,7,45,3,10
6,true,1,34,127,31,0,7,0
8,true,1,27,101,47,6,7,2
2,true,0,112,0,7,51,4,10
11,true,1,78,103,20,8,6,4
11,true,0,106,71,10,25,4,6
10,true,1,49,113,33,7,7,4
9,true,0,114,47,3,28,1,7
10,true,0,115,72,5,58,3,10
7,true,0,118,74,5,29,1,7
5,true,0,128,50,7,58,3,10
3,true,0,122,0,1,30,1,7
10,true,0,108,72,1,26,1,7
4,true,0,106,0,2,23,1,4
9,true,0,125,30,5,44,1,7
5,true,1,68,109,73,10,10,4
8,true,0,110,37,2,16,1,3
11,true,1,76,104,13,8,4,4
12,true,1,88,101,39,9,7,3
14,true,1,95,118,34,4,7,1
10,true,1,69,114,48,10,10,3
6,true,0,134,74,2,47,1,7
5,true,0,100,25,9,15,4,6
11,true,0,106,39,10,35,4,7
7,true,0,148,17,7,65,3,10
8,true,1,82,107,39,8,10,3
7,true,1,63,100,25,7,7,1
5,true,1,35,147,26,0,7,0
7,true,0,108,56,6,30,3,7
9,true,0,109,72,10,21,4,7
8,true,0,104,37,10,19,4,7
1,true,0,101,0,3,32,1,7
9,true,1,96,124,55,8,10,3
9,true,1,57,128,25,0,7,0
8,true,1,46,101,71,7,10,3
5,true,0,110,61,9,49,4,7
9,true,1,54,117,44,8,10,4
10,true,0,105,82,9,67,3,10
12,true,1,99,106,40,9,7,3
4,true,0,100,28,0,47,0,7
16,true,0,106,89,10,41,4,10
9,true,1,87,112,36,8,7,4
