RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,1,42,102,36,10,7,4
5,true,1,44,114,28,0,6,0
12,true,0,111,99,10,53,4,7
8,true,0,115,50,4,40,1,6
10,true,1,73,114,23,4,6,1
5,true,0,111,1,9,66,4,10
9,true,0,130,45,6,65,4,10
16,true,1,63,101,13,9,6,4
15,true,0,119,58,9,30,3,4
11,true,0,110,81,9,39,4,7
13,true,0,139,81,6,61,4,10
11,true,1,78,122,45,10,7,5
4,true,1,59,106,15,3,4,1
4,true,1,19,112,61,4,10,1
6,true,0,118,23,8,31,4,7
7,true,0,142,41,10,62,3,10
11,true,1,69,102,26,7,7,3
14,true,0,128,93,7,44,4,10
11,true,1,80,102,12,7,4,3
1,true,0,103,0,0,54,0,7
8,true,0,108,36,9,29,4,7
9,true,1,65,105,11,4,3,1
15,true,1,97,106,18,4,4,3
6,true,0,105,34,8,19,3,4
3,true,1,35,100,13,6,3,2
7,true,0,102,21,10,20,3,3
7,true,0,118,20,9,65,4,10
14,true,0,119,73,3,34,1,6
6,true,0,106,46,4,34,3,7
5,true,1,25,103,38,10,6,4
5,true,1,9,112,36,1,7,1
11,true,1,61,114,21,1,6,1
11,true,1,68,118,61,10,10,4
8,true,0,127,27,8,59,3,10
13,true,0,139,47,8,48,4,10
5,true,0,105,10,0,37,0,7
9,true,0,104,45,9,34,4,7
12,true,1,89,100,27,10,7,3
5,true,0,100,62,1,23,1,6
9,true,1,54,107,34,3,7,1
9,true,1,36,107,41,9,7,3
4,true,1,0,118,26,1,7,1
4,true,0,100,0,6,13,3,4
9,true,0,103,34,9,22,4,7
7,true,0,103,66,5,19,3,7
6,true,1,18,115,45,7,10,3
12,true,1,90,135,48,10,10,4
15,true,0,115,97,8,26,4,4
9,true,1,79,129,45,9,10,4
7,true,0,146,44,8,61,2,10
