Player 1 Deadwood: 
42,42,42,38,31,16,16,16,16,16
67,67,39,31,31,30,30,29,28,12,9,9
22,14,13,13,13
48,48,47,32,26,9,9
30,30,27,27,27,14,14,14
46,46,39,39,31,25,24,23,10,10
62,56,44,21,21,21,21,20,16,16,16,3,3
21,21,18,17,13,13,13,13
40,30,26,26,26
46,45,43,41,41,37,37,18,13,13,4,4
42,42,41,41,40,40,40,39,38,15,10,10
71,51,48,42,41,34,29,29
60,60,52,50,25,20,10,10
33,26,26,22,22,22,22
50,45,27,27,18,13,13,13,13
57,57,54,52,51,48,45,27,27,27
45,35,32,15,15,1,1
46,39,36,36,36
56,56,53,50,28,20,20,20,11,3,3
43,34,33,33,25,25,25,10,10
47,38,38,38,15,10,10
67,44,40,34,14,14,14
65,58,54,51,50,29,29,11,11,9,9
41,41,41,41,41
58,46,18,13,10,10
59,58,58,57,56,31,15,15,15,15
29,21,21,21,21,11,11,11,7,7
55,47,47,45,45,39,30,14,14,14,14
68,67,67,61,44,44,44
32,29,29,27,27,27,27
64,57,50,49,44,41,41,41
65,65,58,58,30,28,28,24,24,10,10
48,48,42,22,20,17,16,16,16,16,16
52,46,39,39,38,37,36,36,36
58,55,55,54,50,50,50,46,39,19,19
60,60,53,48,45,44,31,12,7,7
56,49,42,35,18,18,6,6
43,43,42,40,37,15,13,8,8
41,41,32,26,24,16,16,14,14,14,14,14
37,37,37,31,30,28,23,23,22,17,17,17
57,57,43,40,40,35,33,32,32,32,30,14,8,8
5,5
58,58,58,52,43,42,41,21,7,7
33,21,10,10
59,59,55,48,35,35,35
48,41,41,40,40,39,38,37,19,14,14,10,10
62,60,55,55,55,55,47,24,24,24
70,41,32,27,9,9
69,67,62,33,32,32,32,32
34,26,26,26,25,18,18,18,18,8,8
58,25,25,25,11,11,11
54,47,46,32,32,32
51,32,24,24,17,17,13,8,8
37,31,22,6,6
38,31,15,12,12,12,7,7
74,74,73,73,73
32,23,10,10
61,60,56,53,52,29,10,10
52,52,50,50,47,25,21,21,21
35,28,27,27,27,26,10,10
53,50,43,43,23,23,22,21,7,7
54,54,47,47,35,35,16,16,16,12,12,12
61,54,47,46,43,40,23,23,23,23
46,17,17,17,17,15,15,15
70,70,40,38,38,35,35,35
48,48,48,41,40,37,37
43,33,27,18,18,16,16,12,10,10
46,45,36,28,28,28
82,74,44,41,38,16,14,11,11,9,9
30,7,7
57,50,24,24,8,8
28,26,26,26,20,15,15,15,7,7
41,41,41,40,21,21,21,17,3,3
54,54,46,45,45,45,42,40,40,36,25,25,25,25
55,50,37,37,32,29,24,24,24,24
45,18,14,8,8
58,18,18,18,18,18
49,25,21,21,11,10,10
30,30,27,19,19,19,19,19,19,19
46,17,13,13,13
51,51,45,31,31,27,11,11,11,11
59,59,30,30,27,27,14,12,12,8,8
46,40,38,14,14,14,9,9
49,31,29,25,19,5,5
77,68,60,59,57,53,31,13,13,13
50,50,41,36,25,25,22,5,5
55,48,18,10,10
33,33,19,16,9,9
55,55,54,53,48,46,42,40,40,23,21,8,8
38,28,26,25,25,25,25
68,64,63,55,49,26,26,26,26,26
49,39,32,27,25,25,16,16,16,16
42,34,33,33,33,12,8,8
32,32,31,30,15,11,11,11
57,55,42,42,22,22,22,21,18,18,18,4,4
66,58,33,32,29,28,12,12,12,12,12,12
46,38,35,31,31,24,24,6,6
67,60,54,24,24,8,8
41,31,9,9
47,36,34,31,12,8,8
43,33,23,23,23
61,61,57,56,55,32,32,32
45,45,36,36,35,35,35
57,56,53,49,43,38,15,15,15,15,15
57,57,55,54,52,49,49,49
51,45,44,40,23,16,16,16
38,31,27,27,26,25,24,10,10
