RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,1,50,101,28,9,7,3
15,true,0,120,65,10,38,4,10
9,true,0,119,19,7,28,4,7
3,true,0,109,0,3,20,2,6
5,true,1,4,100,21,0,6,0
10,true,0,102,71,6,17,3,3
11,true,1,45,124,36,4,7,1
5,true,1,26,123,49,3,7,2
5,true,1,57,111,27,8,6,3
9,true,1,30,111,27,6,7,3
9,true,0,128,51,0,15,0,3
6,true,0,109,15,7,35,2,7
7,true,0,118,10,9,30,3,7
6,true,0,121,52,9,54,4,10
12,true,0,104,74,9,26,3,7
5,true,0,114,61,8,65,3,10
6,true,1,24,104,39,10,10,4
9,true,1,84,104,16,8,6,3
8,true,1,52,120,28,7,7,3
6,true,0,113,52,8,63,3,10
9,true,1,46,119,35,9,7,3
2,true,0,114,0,10,40,4,10
10,true,1,39,110,34,10,7,3
7,true,0,102,24,10,23,3,6
7,true,1,88,107,19,8,6,3
11,true,1,71,105,28,8,7,3
11,true,0,120,75,8,38,4,7
4,true,0,100,27,7,24,2,4
8,true,0,105,97,5,56,1,10
3,true,0,139,0,7,67,3,10
11,true,0,134,43,10,55,4,10
7,true,0,105,20,10,18,3,7
8,true,0,114,90,8,34,3,7
11,true,1,67,124,35,8,7,4
8,true,0,100,64,4,20,1,4
4,true,0,118,31,10,35,4,10
6,true,1,69,108,14,5,6,3
14,true,0,104,93,10,32,3,4
7,true,0,107,35,8,35,3,7
10,true,0,142,87,10,69,4,10
9,true,0,101,43,8,19,4,7
8,true,0,117,76,10,28,3,7
12,true,0,108,42,8,26,3,7
7,true,0,117,49,10,37,4,7
8,true,0,116,49,8,28,4,6
8,true,0,107,39,9,25,4,4
13,true,0,113,70,7,39,4,7
16,true,0,140,99,9,51,3,7
8,true,0,111,33,10,27,4,7
10,true,0,103,36,10,15,4,3
