RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,0,141,78,0,22,0,7
10,true,0,101,69,9,11,3,2
8,true,0,123,27,1,32,1,7
8,true,1,73,100,23,10,7,3
7,true,1,24,111,27,4,7,2
12,true,0,138,49,8,70,3,10
10,true,0,127,53,6,34,3,7
7,true,0,109,27,7,21,4,7
9,true,0,128,41,10,40,4,10
6,true,0,132,21,10,60,3,10
9,true,1,84,109,49,9,10,3
12,true,0,100,77,3,17,1,4
9,true,1,45,102,15,9,4,3
10,true,0,108,75,2,16,1,7
6,true,1,46,110,16,0,4,0
7,true,1,32,105,19,8,7,4
7,true,1,0,106,16,8,3,4
12,true,0,137,65,10,55,4,10
6,true,0,100,47,10,40,3,7
5,true,1,21,116,31,9,7,3
