RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,0,105,51,2,15,1,5
8,true,0,105,95,8,24,3,7
8,true,1,31,102,13,8,4,4
4,true,0,104,37,10,33,4,7
8,true,1,48,102,26,4,6,2
5,true,0,111,31,5,65,1,10
5,true,1,0,112,49,5,10,2
7,true,1,21,123,66,9,10,4
8,true,1,81,107,58,8,10,3
10,true,0,107,54,3,29,2,7
6,true,0,103,88,8,65,4,10
6,true,1,44,127,38,4,10,3
5,true,1,75,101,31,1,7,1
10,true,1,92,102,36,10,10,4
4,true,1,46,103,26,9,7,4
8,true,1,65,107,46,1,10,1
3,true,0,104,0,9,15,4,6
12,true,1,78,106,20,9,7,4
9,true,1,65,119,33,7,6,4
3,true,1,0,106,23,0,7,0
3,true,0,104,0,5,39,1,7
13,true,1,87,107,31,6,7,4
7,true,1,87,121,53,1,10,1
13,true,1,83,102,17,1,6,1
7,true,1,72,108,20,6,6,4
11,true,0,105,32,10,44,3,10
5,true,1,7,108,16,2,7,1
13,true,0,131,81,9,49,4,7
5,true,0,133,32,8,49,4,10
12,true,1,71,115,59,10,10,4
5,true,0,100,35,3,34,1,7
8,true,0,112,43,4,31,1,7
7,true,0,104,9,9,59,3,10
7,true,0,103,98,2,40,1,7
6,true,0,118,20,4,29,1,7
4,true,0,104,21,9,44,4,10
6,true,0,113,30,10,57,3,10
3,true,1,0,103,19,9,4,3
9,true,1,48,134,68,8,10,3
5,true,0,104,44,2,12,1,4
12,true,0,114,93,10,34,4,7
12,true,1,98,111,15,1,4,1
5,true,1,68,110,47,10,10,4
4,true,1,0,141,63,6,10,4
6,true,1,20,104,16,10,4,3
5,true,1,66,126,30,0,6,0
6,true,1,75,105,27,9,7,4
10,true,0,111,29,8,37,3,7
10,true,1,71,102,27,2,7,1
10,true,0,105,95,7,24,4,7
7,true,0,132,25,4,67,1,10
7,true,0,140,72,3,75,1,10
9,true,1,47,109,16,6,6,3
8,true,0,104,1,0,16,0,4
6,true,1,80,101,33,1,7,1
8,true,0,110,32,8,36,1,7
9,true,1,81,119,24,2,4,1
3,true,0,110,22,7,24,4,7
8,true,0,102,30,2,17,1,3
9,true,0,111,55,5,22,3,6
11,true,0,110,49,2,15,1,4
10,true,0,103,87,1,23,1,4
6,true,0,102,24,3,37,2,6
9,true,0,111,42,8,21,4,7
6,true,1,68,102,49,8,10,3
6,true,0,108,27,5,14,1,4
6,true,0,139,60,4,44,3,10
16,true,1,98,117,21,2,6,1
5,true,0,100,12,9,19,4,4
3,true,0,105,0,9,72,3,10
8,true,0,121,24,10,32,4,7
20,true,1,96,103,17,8,5,3
8,true,0,112,36,6,22,4,6
8,true,0,108,98,8,18,4,6
9,true,1,43,117,27,1,6,1
7,true,1,19,127,15,0,4,0
4,true,1,18,104,44,8,7,4
10,true,1,91,119,53,6,10,3
9,true,0,111,49,10,37,4,7
5,true,0,100,27,4,36,1,7
8,true,0,104,42,8,27,3,7
15,true,1,98,111,40,10,10,3
10,true,1,92,107,18,2,6,1
3,true,1,8,104,61,2,10,1
6,true,0,100,98,10,26,4,7
7,true,0,101,67,5,49,2,10
11,true,1,73,116,29,10,7,3
6,true,0,133,43,0,32,0,7
2,true,1,0,105,46,5,10,1
7,true,0,102,33,6,34,4,7
9,true,0,104,42,3,32,1,7
7,true,1,37,111,35,1,7,1
12,true,0,103,83,8,33,4,7
13,true,0,155,76,4,63,3,10
5,true,0,114,43,10,72,4,10
9,true,0,107,50,10,25,4,7
4,true,0,107,36,5,19,1,4
5,true,1,62,101,11,9,4,4
7,true,1,28,123,28,2,7,1
3,true,0,141,0,0,35,0,7
