RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,1,82,125,46,6,10,3
7,true,0,120,15,8,41,3,10
13,true,1,72,109,28,9,7,4
4,true,0,103,14,10,62,4,10
8,true,1,7,123,48,6,7,1
13,true,1,88,112,47,7,10,3
6,true,0,131,12,2,47,1,7
9,true,0,131,75,6,38,3,10
8,true,1,14,139,26,0,4,0
9,true,1,83,132,48,9,10,2
8,true,0,123,19,1,31,1,7
14,true,0,103,97,1,13,1,4
10,true,1,86,173,67,0,10,0
11,true,1,40,139,49,8,10,3
12,true,0,113,80,7,54,4,10
13,true,1,88,137,21,0,7,0
9,true,0,103,92,9,37,3,7
8,true,1,64,126,42,8,10,4
6,true,0,104,55,8,36,2,10
5,true,1,19,104,25,9,6,4
6,true,0,106,5,8,16,4,6
10,true,1,74,119,63,8,10,3
7,true,1,75,110,41,2,10,1
12,true,1,51,102,11,4,3,3
4,true,0,107,8,9,34,2,7
7,true,0,110,0,8,27,4,7
6,true,0,110,27,6,31,4,7
8,true,1,23,105,21,10,6,4
12,true,1,79,109,37,10,10,5
12,true,0,103,94,10,22,4,7
12,true,1,94,113,28,4,7,1
10,true,1,99,112,19,1,6,1
7,true,1,38,100,20,8,4,4
13,true,1,94,113,24,9,5,3
10,true,0,101,57,6,25,4,7
6,true,0,111,53,2,21,1,5
6,true,1,64,115,49,9,10,3
4,true,0,131,0,7,52,4,10
8,true,0,101,67,9,29,3,7
5,true,1,7,109,25,8,6,3
5,true,0,105,54,7,16,4,4
6,true,1,17,119,51,7,10,3
6,true,1,40,106,26,10,7,4
13,true,1,98,131,50,9,7,4
10,true,0,102,86,9,48,4,10
8,true,0,107,77,10,27,4,6
12,true,0,100,83,8,18,3,4
7,true,0,155,36,6,70,1,10
7,true,1,77,110,26,9,7,4
6,true,1,0,139,64,6,10,4
