RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,0,146,34,10,57,3,10
8,true,1,59,114,74,9,10,3
14,true,0,112,89,9,32,4,7
8,true,0,101,53,2,13,1,4
6,true,1,30,107,13,3,4,1
11,true,0,151,61,0,30,0,7
9,true,1,31,112,26,10,7,4
5,true,0,100,48,1,33,1,7
11,true,0,123,87,8,51,3,10
14,true,0,128,34,9,39,4,7
11,true,0,118,57,10,34,4,6
5,true,0,115,5,7,35,4,6
7,true,1,72,105,18,7,7,3
5,true,0,126,0,10,41,3,7
9,true,1,73,105,31,2,7,1
8,true,0,126,44,8,57,3,10
8,true,1,21,103,17,3,3,1
8,true,0,104,26,1,13,1,4
6,true,0,116,54,0,17,0,6
6,true,1,63,120,22,0,7,0
8,true,1,97,106,29,10,7,4
5,true,1,66,125,38,10,7,4
7,true,0,112,59,7,46,4,7
7,true,0,138,73,1,47,1,7
7,true,0,122,17,9,68,3,10
10,true,1,73,104,18,3,4,1
10,true,1,74,109,36,1,7,1
7,true,0,106,56,9,18,3,6
6,true,0,109,54,9,37,3,7
10,true,1,80,143,52,5,10,1
7,true,0,128,0,9,41,4,7
12,true,0,132,63,5,41,3,10
2,true,0,109,0,3,49,1,7
6,true,1,29,112,42,3,7,1
6,true,1,40,113,19,2,4,1
10,true,0,121,59,0,33,0,7
10,true,0,104,53,10,40,3,7
9,true,1,86,109,22,6,7,3
11,true,0,109,69,4,21,2,4
8,true,0,109,45,10,54,4,10
4,true,0,108,6,10,23,3,7
10,true,0,101,77,3,11,1,4
4,true,0,102,41,10,38,4,7
11,true,1,72,101,18,8,4,3
7,true,0,109,5,10,31,3,7
9,true,0,126,56,7,41,4,7
8,true,1,62,112,17,1,7,1
8,true,1,93,113,28,9,7,3
12,true,1,73,114,26,10,7,4
8,true,0,114,48,5,54,3,10
