RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,0,134,40,4,48,1,7
9,true,1,97,110,36,10,7,4
7,true,1,14,108,30,10,7,3
6,true,0,104,5,5,15,3,6
10,true,1,64,138,41,0,7,0
12,true,0,103,80,7,51,4,10
11,true,1,24,122,37,10,7,3
13,true,0,114,59,8,30,2,7
5,true,0,103,27,6,40,4,7
4,true,1,0,106,20,9,7,3
3,true,0,107,24,5,53,1,10
6,true,0,150,24,7,71,1,10
7,true,1,50,100,35,4,7,1
9,true,1,73,102,15,5,4,3
5,true,1,46,100,17,5,5,2
11,true,1,70,127,36,8,7,3
10,true,0,101,76,10,39,4,10
5,true,0,115,26,8,25,4,7
7,true,0,100,98,4,11,1,3
7,true,0,112,79,8,23,2,7
9,true,1,93,103,16,7,6,2
9,true,0,144,55,9,68,4,10
9,true,0,106,27,8,19,4,4
11,true,0,114,65,7,28,4,7
10,true,1,94,112,54,9,10,3
12,true,1,62,108,33,9,10,4
7,true,0,130,40,8,42,4,10
7,true,0,143,69,10,57,3,10
6,true,0,123,34,10,43,4,10
4,true,1,23,109,61,7,10,3
9,true,0,135,92,10,58,4,10
4,true,0,114,34,8,33,3,6
5,true,0,101,76,10,64,4,10
6,true,1,35,136,74,8,10,3
13,true,1,89,127,34,6,7,1
8,true,0,127,34,8,42,4,10
7,true,1,18,116,31,6,7,2
8,true,1,46,112,16,2,4,1
10,true,1,69,104,29,9,7,4
7,true,0,100,7,5,12,2,4
9,true,1,76,110,20,7,4,3
9,true,0,125,49,9,41,4,7
10,true,1,45,100,16,8,4,3
7,true,1,93,101,25,8,7,4
8,true,1,72,109,25,7,7,4
8,true,0,132,20,7,40,3,7
12,true,0,118,81,10,29,3,7
9,true,0,107,32,7,37,3,7
9,true,0,117,72,7,34,3,7
11,true,0,121,91,8,39,3,10
