RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,1,53,107,27,4,6,2
10,true,1,49,104,27,1,7,1
4,true,1,24,110,16,1,4,1
11,true,0,119,57,5,39,1,7
12,true,1,66,142,53,8,7,3
9,true,1,90,131,66,6,10,1
8,true,0,144,90,0,26,0,7
14,true,1,90,110,21,9,4,4
11,true,1,38,100,13,2,4,1
9,true,0,119,34,10,32,4,7
9,true,0,129,66,2,37,1,7
8,true,0,129,3,10,44,4,7
8,true,1,56,110,21,6,6,4
8,true,0,110,90,7,18,3,6
10,true,1,41,115,21,4,4,1
10,true,0,117,39,10,63,4,10
6,true,0,107,56,8,40,4,7
6,true,1,49,121,39,10,7,4
8,true,0,126,35,10,58,3,10
10,true,1,23,106,21,2,7,1
16,true,1,87,135,40,1,7,1
8,true,0,102,57,8,25,3,7
11,true,1,74,110,26,10,7,4
4,true,0,111,20,5,50,1,10
8,true,0,123,22,0,13,0,4
5,true,0,126,20,4,36,3,7
6,true,0,110,66,1,33,1,6
10,true,1,78,106,23,5,6,3
10,true,1,71,117,43,10,7,4
8,true,1,12,113,51,8,10,2
9,true,1,27,102,14,2,5,1
13,true,1,77,102,33,7,7,2
5,true,0,130,63,8,64,1,10
11,true,0,103,82,6,15,2,4
10,true,1,63,115,45,8,10,3
8,true,1,49,103,23,8,7,4
10,true,0,101,68,9,12,4,4
4,true,1,8,122,37,7,7,3
15,true,0,101,80,1,12,1,4
6,true,0,133,50,1,56,1,7
3,true,1,0,102,45,9,10,3
8,true,0,132,47,10,72,4,10
3,true,0,105,9,10,64,5,10
5,true,1,4,103,12,4,4,1
8,true,0,127,81,9,39,3,7
8,true,0,122,59,10,55,4,7
5,true,0,110,41,10,37,4,7
9,true,0,141,29,0,24,0,6
5,true,0,111,61,6,26,3,7
14,true,0,126,78,10,66,3,10
7,true,1,17,115,24,3,7,1
10,true,1,78,126,53,10,7,4
11,true,0,123,89,10,43,3,10
8,true,1,87,108,23,9,7,4
10,true,1,49,135,46,9,7,3
9,true,0,108,40,1,17,1,4
14,true,0,104,95,9,32,4,7
8,true,1,41,106,21,1,7,1
7,true,1,28,105,18,8,4,4
6,true,0,102,0,4,16,1,4
14,true,1,98,114,73,8,10,3
6,true,0,106,0,10,27,4,7
10,true,0,132,51,9,64,3,10
9,true,1,48,104,25,9,7,4
6,true,0,116,61,5,28,3,6
12,true,0,101,57,10,12,4,4
11,true,0,129,97,8,46,4,7
9,true,0,106,82,10,30,4,6
13,true,1,69,182,67,0,10,0
11,true,1,91,109,24,2,7,1
6,true,0,111,24,10,44,3,7
11,true,1,54,135,49,9,10,3
12,true,0,107,79,8,18,4,7
7,true,0,107,21,7,15,3,4
6,true,1,60,108,45,8,10,2
7,true,0,100,32,8,26,3,7
12,true,1,49,111,43,9,10,3
4,true,0,101,14,7,42,2,7
10,true,0,124,72,1,52,1,7
10,true,1,49,119,40,9,7,4
7,true,0,123,15,9,38,4,7
9,true,0,125,64,8,39,3,7
10,true,1,79,106,44,4,10,1
9,true,1,36,105,35,7,7,4
9,true,0,104,87,10,40,4,7
4,true,0,101,12,3,14,1,6
7,true,1,35,113,23,7,6,3
9,true,1,80,107,17,5,4,2
5,true,0,128,6,7,41,3,7
8,true,0,117,15,9,47,4,10
6,true,0,104,64,1,17,1,4
17,true,0,105,74,10,29,3,6
11,true,0,114,59,10,27,4,6
10,true,0,108,59,7,25,4,6
7,true,1,18,105,12,6,4,3
7,true,1,29,116,27,4,4,3
12,true,1,95,103,30,10,6,4
2,true,0,101,0,10,29,4,6
14,true,0,119,83,8,29,3,7
6,true,0,110,36,9,32,4,7
