RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,0,114,55,1,26,1,7
12,true,0,111,50,7,27,4,7
9,true,1,32,105,21,2,7,1
12,true,0,155,44,8,65,3,10
8,true,0,109,27,8,47,4,7
9,true,0,102,35,7,12,4,4
12,true,1,93,105,19,8,7,4
5,true,0,109,34,10,29,4,7
13,true,0,129,90,9,54,4,10
8,true,1,65,102,27,2,4,1
8,true,0,105,14,9,49,4,10
9,true,0,117,42,7,37,3,7
4,true,0,104,8,8,23,3,7
5,true,1,28,114,34,10,7,3
5,true,1,39,122,37,8,7,4
12,true,0,100,50,8,11,4,4
5,true,0,118,37,4,24,1,6
8,true,1,99,111,20,8,6,3
6,true,0,100,50,1,22,1,6
5,true,0,103,25,10,14,5,4
6,true,1,21,119,45,6,10,4
11,true,0,111,74,5,36,3,7
11,true,1,86,103,21,6,7,2
6,true,0,107,46,4,17,1,4
8,true,0,104,76,10,23,3,7
6,true,0,107,40,10,35,4,7
10,true,1,97,119,46,8,10,4
11,true,1,50,115,21,2,7,1
7,true,1,36,116,29,6,7,3
12,true,1,88,105,46,8,7,3
3,true,1,6,141,53,10,10,4
12,true,1,63,111,23,10,7,4
17,true,0,105,96,4,13,3,4
6,true,0,119,70,0,61,0,10
7,true,1,65,108,34,10,7,4
7,true,1,31,109,23,7,7,2
7,true,0,102,40,4,19,2,4
17,true,0,113,68,7,24,3,7
6,true,1,90,104,19,10,4,3
5,true,0,140,65,9,58,3,10
9,true,1,58,135,56,7,10,3
4,true,0,113,13,8,22,3,7
9,true,0,114,97,1,61,1,10
9,true,1,51,115,44,1,10,1
7,true,0,117,72,7,25,3,4
5,true,0,113,9,8,28,4,4
11,true,1,61,124,35,8,7,4
7,true,0,113,28,10,26,4,7
8,true,1,83,105,14,5,4,1
8,true,0,100,11,8,12,3,4
