RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
10,true,1,65,112,23,9,6,4
5,true,0,140,32,8,56,4,10
8,true,1,67,110,49,6,10,3
10,true,1,69,116,30,7,7,4
11,true,0,114,79,7,28,3,4
3,true,0,102,26,8,30,4,7
5,true,0,133,44,9,47,4,7
7,true,0,100,38,9,12,3,4
11,true,0,119,56,7,41,3,10
8,true,0,146,59,6,58,3,10
9,true,1,65,118,38,2,7,1
7,true,1,59,108,34,0,7,0
6,true,1,50,101,43,10,7,4
8,true,0,103,78,7,12,3,3
10,true,1,35,122,43,8,7,4
7,true,0,110,27,9,38,4,7
10,true,0,137,68,8,75,3,10
9,true,0,103,45,10,37,3,6
8,true,1,64,107,24,10,7,3
15,true,1,85,102,17,9,4,4
7,true,1,25,101,37,10,7,4
6,true,0,117,10,7,34,3,7
6,true,1,0,107,23,9,7,3
6,true,0,110,33,2,22,1,7
11,true,0,116,69,7,47,4,10
5,true,0,112,70,8,28,3,7
7,true,0,103,70,5,24,3,7
7,true,0,118,36,1,25,1,7
9,true,1,21,116,32,10,7,4
8,true,1,36,114,27,3,4,1
13,true,1,78,115,33,6,7,1
15,true,1,47,127,34,4,7,1
10,true,0,107,87,10,24,4,7
5,true,1,77,101,25,10,7,4
12,true,0,122,36,8,35,3,7
10,true,0,135,63,0,39,0,7
13,true,0,127,65,7,40,3,7
5,true,0,100,0,10,22,4,7
12,true,0,105,95,10,28,4,7
6,true,1,39,110,55,7,10,3
4,true,0,105,40,9,15,2,4
7,true,0,106,87,0,24,0,7
7,true,0,113,23,9,24,3,7
4,true,1,51,113,56,0,10,0
13,true,0,117,82,9,35,3,7
4,true,0,115,0,9,28,4,7
9,true,0,112,32,10,25,4,6
7,true,1,59,111,53,8,10,3
7,true,0,133,89,4,41,2,7
8,true,0,101,66,10,22,4,7
