RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,1,37,101,29,1,7,1
10,true,1,64,104,16,10,4,4
8,true,0,124,58,9,65,4,10
7,true,0,105,28,7,61,3,10
6,true,0,126,29,8,41,3,7
15,true,1,93,107,23,9,7,3
9,true,1,29,104,37,2,7,1
8,true,1,55,146,58,9,10,3
6,true,1,9,128,39,7,10,3
9,true,1,23,109,25,8,7,3
13,true,0,109,97,4,19,1,4
8,true,0,105,79,10,17,4,4
9,true,1,70,124,37,6,7,4
14,true,0,143,56,8,52,4,10
9,true,1,91,123,31,4,7,3
4,true,0,121,0,7,59,3,10
8,true,1,53,121,48,2,10,1
9,true,0,101,88,8,20,4,7
11,true,0,125,50,10,42,4,7
9,true,1,40,125,46,6,7,3
8,true,1,69,114,46,8,7,2
8,true,1,82,103,44,9,10,3
7,true,1,72,107,23,8,6,3
5,true,1,11,106,22,9,7,4
10,true,1,51,118,39,1,7,1
7,true,1,24,102,29,8,7,3
10,true,1,52,108,20,7,6,4
7,true,1,42,111,22,6,4,4
9,true,1,30,142,52,7,10,3
5,true,1,20,135,55,6,10,3
7,true,0,115,48,2,64,2,10
5,true,1,15,111,60,9,10,3
6,true,1,38,104,30,3,7,1
7,true,1,92,102,37,7,7,2
6,true,0,102,21,9,69,3,10
7,true,1,8,116,33,6,7,3
11,true,0,117,54,8,40,4,7
7,true,1,50,123,39,8,7,4
2,true,0,107,0,1,24,1,7
7,true,0,102,59,9,28,4,7
10,true,1,50,128,39,10,7,4
6,true,1,41,125,24,0,7,0
4,true,1,2,104,31,10,6,4
11,true,0,115,69,10,39,5,7
7,true,0,103,37,8,37,4,10
14,true,0,104,77,3,28,1,7
3,true,0,108,11,0,11,0,4
8,true,0,100,28,8,18,3,4
9,true,0,114,87,9,51,3,10
12,true,0,107,62,2,35,1,7
8,true,1,78,101,18,7,4,3
10,true,0,122,43,10,33,4,7
7,true,1,77,105,29,9,7,4
5,true,0,115,87,8,27,3,7
7,true,0,100,0,9,11,3,3
6,true,0,100,23,10,56,3,10
11,true,1,27,122,34,8,6,3
9,true,1,71,101,18,4,4,1
15,true,1,97,111,39,9,10,3
12,true,0,122,46,8,40,3,7
7,true,1,99,114,27,10,7,4
7,true,0,107,47,1,13,1,3
11,true,0,101,57,10,40,4,7
5,true,0,128,9,6,69,3,10
10,true,1,84,114,27,5,6,1
11,true,1,91,104,21,6,4,3
9,true,1,81,100,17,9,6,4
10,true,0,109,87,9,29,4,7
7,true,0,108,23,8,33,4,7
5,true,0,112,18,10,53,4,10
4,true,1,27,115,58,6,10,3
5,true,0,108,34,6,27,4,7
8,true,0,111,89,3,18,1,4
9,true,0,105,25,6,33,3,7
5,true,0,126,13,7,55,3,10
8,true,0,111,82,10,34,4,10
6,true,0,133,24,9,75,4,10
5,true,0,113,24,9,45,3,10
5,true,0,124,12,1,27,1,7
10,true,1,45,105,21,10,4,4
6,true,1,63,107,39,9,10,4
9,true,1,47,111,32,8,7,3
9,true,1,16,113,45,7,10,3
14,true,1,81,137,52,7,10,3
9,true,1,55,124,58,9,10,3
9,true,0,119,58,8,38,4,7
8,true,0,106,53,3,39,1,7
7,true,0,144,24,9,65,3,10
14,true,1,70,114,20,5,6,3
13,true,0,114,53,10,35,4,7
2,true,1,0,107,19,9,6,4
7,true,0,113,92,9,26,3,7
8,true,0,107,79,1,20,1,5
5,true,0,135,2,9,63,3,10
8,true,0,109,88,9,22,2,7
5,true,1,54,103,38,9,10,4
6,true,0,104,41,0,19,0,5
8,true,1,10,119,30,6,6,1
11,true,0,115,54,8,30,3,10
9,true,1,29,108,29,2,7,1
