RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
12,true,0,105,73,5,16,3,4
12,true,0,104,60,8,23,3,7
10,true,1,97,110,25,0,7,0
10,true,1,85,105,43,5,7,1
11,true,0,101,86,8,12,3,4
6,true,0,124,47,0,25,0,6
10,true,1,87,102,24,8,7,3
6,true,0,106,61,10,24,3,7
12,true,0,112,52,3,29,1,7
3,true,0,122,0,3,30,2,6
1,true,0,108,0,0,29,0,6
17,true,1,92,108,16,7,6,3
9,true,0,104,41,9,30,3,7
7,true,0,120,51,8,29,3,7
11,true,0,119,33,4,24,1,7
3,true,0,105,29,5,39,1,7
6,true,0,107,6,9,25,3,7
7,true,0,106,38,10,35,3,7
9,true,1,66,103,28,8,6,4
10,true,0,148,26,3,59,1,10
