RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,0,108,68,6,22,3,7
8,true,1,50,107,29,7,7,2
9,true,0,102,55,1,40,1,10
10,true,0,110,55,7,30,4,7
3,true,0,117,16,0,23,0,7
7,true,1,47,118,35,6,7,2
4,true,0,114,52,9,77,4,10
4,true,1,17,118,33,10,7,4
10,true,1,98,100,18,8,4,3
9,true,0,132,43,4,56,1,7
12,true,1,88,112,46,10,10,4
8,true,0,101,80,9,11,4,4
11,true,1,68,103,51,8,10,3
12,true,0,133,69,10,56,3,10
10,true,1,78,103,13,9,4,4
11,true,1,43,101,11,3,4,1
9,true,1,44,110,19,4,4,1
10,true,1,95,123,54,1,10,1
6,true,1,53,123,52,8,10,4
9,true,0,117,62,10,41,4,7
12,true,0,104,78,1,16,1,4
8,true,1,31,112,20,6,6,3
7,true,0,137,27,9,60,3,10
6,true,0,110,38,8,31,4,6
3,true,0,114,10,9,54,3,7
7,true,0,116,14,7,34,4,7
10,true,1,93,106,15,8,6,3
8,true,0,109,17,9,23,5,6
7,true,1,17,145,55,4,10,1
7,true,0,129,45,10,68,4,10
7,true,0,114,72,2,36,1,6
4,true,1,17,102,46,8,10,3
9,true,0,110,98,6,31,3,7
6,true,0,101,81,6,11,3,4
7,true,0,101,34,1,17,1,6
1,true,0,118,0,7,62,4,10
6,true,0,118,23,6,36,4,7
8,true,1,85,105,35,9,7,3
7,true,0,106,26,4,23,1,6
11,true,0,102,97,9,15,4,6
12,true,1,45,107,22,9,7,4
6,true,1,17,103,13,1,4,1
11,true,1,59,133,35,1,7,1
12,true,0,119,97,9,50,3,7
8,true,0,103,58,10,22,4,7
11,true,0,114,86,9,37,4,7
6,true,1,61,140,35,0,7,0
11,true,0,103,76,2,42,1,7
10,true,1,95,112,17,4,6,3
7,true,0,152,15,8,63,3,10
