RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
4,true,1,14,118,37,7,7,3
11,true,0,102,88,9,12,3,3
8,true,1,87,124,36,10,7,4
6,true,0,120,11,7,48,3,10
9,true,1,89,100,35,9,7,4
3,true,0,106,0,5,44,3,10
6,true,0,115,90,10,34,4,7
5,true,0,107,33,7,46,1,10
12,true,0,104,45,9,20,3,6
6,true,1,8,101,25,1,7,1
8,true,0,131,43,8,46,4,7
7,true,0,129,39,9,47,4,10
7,true,0,100,56,7,15,4,6
6,true,0,119,35,0,26,0,7
10,true,1,73,100,14,10,5,3
10,true,0,106,10,4,23,1,7
10,true,1,51,117,23,1,6,1
13,true,1,88,108,33,9,7,4
5,true,0,125,31,1,36,1,7
11,true,0,137,83,8,60,3,10
10,true,0,102,61,3,27,1,7
6,true,1,46,113,39,10,10,3
11,true,1,76,111,24,5,7,1
5,true,0,101,15,8,61,3,10
10,true,1,71,103,26,9,7,4
6,true,0,104,29,8,20,3,4
8,true,1,66,107,32,8,7,3
14,true,0,134,85,9,45,3,10
11,true,1,98,122,29,1,7,1
11,true,0,104,97,10,17,3,7
6,true,1,77,125,39,1,10,1
7,true,0,100,43,6,31,3,7
6,true,1,44,138,42,0,7,0
10,true,1,66,116,33,9,7,3
8,true,1,67,105,31,2,7,1
5,true,0,112,71,10,27,4,7
11,true,1,94,107,28,9,7,3
13,true,0,101,97,10,44,3,10
8,true,1,85,104,19,3,6,1
8,true,1,58,113,24,10,3,4
5,true,0,102,20,10,16,2,4
3,true,1,9,108,76,3,10,1
9,true,0,106,41,1,23,1,6
10,true,0,106,66,9,17,4,6
11,true,1,45,100,23,10,7,4
9,true,1,67,117,28,10,7,3
12,true,1,77,104,41,3,10,1
10,true,1,96,103,23,7,4,2
9,true,1,80,101,36,10,7,3
5,true,0,125,59,7,56,4,10
5,true,0,105,63,9,24,3,6
12,true,1,99,110,20,2,7,1
4,true,1,65,126,33,1,7,1
8,true,0,110,61,9,26,4,7
14,true,1,87,109,39,5,7,1
11,true,1,85,119,29,5,6,1
6,true,1,39,107,20,7,7,3
13,true,1,85,136,61,8,10,4
7,true,0,115,65,2,46,1,7
7,true,0,105,43,7,39,3,7
9,true,1,62,104,40,10,7,4
11,true,0,116,80,10,39,4,7
8,true,0,110,57,9,32,2,7
11,true,1,16,135,46,10,10,3
8,true,0,100,49,9,53,4,10
6,true,1,30,100,21,8,6,4
7,true,0,113,51,8,23,2,7
7,true,1,69,112,21,0,6,0
17,true,1,67,156,71,7,10,4
12,true,1,40,104,25,7,6,3
9,true,1,76,144,64,10,10,4
11,true,0,100,46,8,15,3,4
8,true,0,103,43,10,22,4,6
8,true,0,126,61,10,55,3,7
11,true,1,98,107,22,8,7,3
6,true,0,105,45,6,45,3,7
12,true,0,120,55,10,43,2,7
8,true,1,76,114,33,4,6,1
7,true,0,100,42,9,14,4,4
13,true,0,100,97,10,36,3,7
13,true,1,91,102,15,7,4,4
7,true,1,55,104,21,3,6,1
10,true,0,116,59,10,45,3,10
11,true,1,72,101,17,4,4,1
12,true,0,100,72,10,24,4,6
7,true,0,116,43,7,26,2,4
6,true,1,20,107,40,6,7,3
4,true,1,5,107,19,8,6,4
9,true,1,58,118,35,9,7,4
4,true,1,1,108,38,9,7,3
7,true,0,108,38,9,49,4,7
11,true,0,117,76,1,64,1,10
8,true,0,105,87,9,37,4,7
7,true,1,26,122,30,7,7,3
7,true,0,102,97,10,55,4,10
10,true,1,85,115,37,7,7,3
13,true,1,64,125,14,0,6,0
4,true,0,112,47,9,71,3,10
12,true,1,88,107,38,2,7,1
3,true,0,113,0,1,48,1,7
