RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,0,101,91,6,16,1,7
4,true,0,110,41,4,23,1,6
6,true,0,113,25,7,23,4,6
10,true,0,121,38,9,51,3,7
9,true,1,31,122,35,10,7,4
8,true,1,63,116,33,7,7,2
2,true,0,111,0,1,61,1,10
10,true,1,73,106,19,10,4,4
9,true,0,107,52,8,26,3,7
7,true,1,75,112,36,3,10,1
6,true,1,9,124,36,8,7,3
13,true,0,129,87,9,52,4,10
14,true,0,121,92,9,36,3,7
11,true,0,124,51,8,64,3,10
9,true,0,116,89,8,33,3,7
8,true,0,102,50,8,22,4,6
10,true,0,120,67,2,45,1,7
7,true,1,19,100,33,5,7,3
10,true,0,110,24,8,24,3,6
8,true,1,46,126,46,9,10,4
5,true,1,18,123,48,9,7,4
3,true,1,29,101,42,9,7,3
16,true,1,90,113,25,9,7,3
9,true,1,77,107,33,10,10,3
8,true,0,106,64,4,43,1,7
7,true,0,133,77,9,68,3,10
12,true,0,109,75,4,19,1,4
4,true,0,106,11,9,17,3,3
14,true,1,88,101,12,8,3,4
12,true,1,46,119,41,2,10,1
16,true,1,92,101,15,4,4,3
12,true,1,93,115,13,0,4,0
7,true,0,102,46,10,30,4,7
10,true,0,149,56,7,60,3,10
17,true,1,96,105,30,5,7,3
5,true,1,42,110,24,10,6,3
9,true,0,108,35,1,14,1,4
6,true,0,120,24,3,24,1,6
4,true,1,0,109,27,8,7,4
8,true,0,102,36,7,13,3,4
7,true,1,55,107,23,5,7,3
2,true,0,120,0,10,41,3,7
10,true,1,77,108,22,10,7,4
10,true,0,117,73,5,59,3,10
9,true,0,120,51,1,24,1,4
8,true,1,56,128,40,5,7,1
8,true,0,113,97,10,34,3,6
4,true,1,42,120,43,5,7,2
6,true,0,121,37,6,29,2,4
9,true,0,104,60,8,13,3,5
11,true,0,118,74,0,21,0,6
6,true,0,107,35,9,21,4,4
9,true,0,107,77,0,55,0,10
5,true,1,7,109,60,4,10,1
6,true,0,113,76,7,37,4,7
8,true,0,103,40,6,11,2,4
14,true,1,81,106,13,6,4,3
11,true,0,111,67,7,21,3,7
6,true,0,103,60,10,14,4,4
7,true,1,70,108,22,9,4,4
9,true,0,125,82,6,42,3,7
5,true,1,51,120,68,7,10,1
6,true,1,64,132,30,0,7,0
7,true,1,40,103,17,4,6,1
14,true,0,116,90,6,29,4,7
4,true,1,28,117,60,0,10,0
9,true,1,54,143,67,8,10,3
5,true,0,107,11,8,43,4,10
8,true,0,108,61,9,34,3,7
12,true,1,87,103,30,8,6,4
11,true,0,113,66,1,34,1,7
5,true,0,120,20,7,31,3,7
11,true,1,60,158,67,6,10,2
7,true,0,105,38,9,15,3,4
5,true,0,103,20,0,20,0,7
7,true,1,56,105,22,10,7,3
3,true,1,0,143,55,9,10,4
6,true,0,125,7,9,66,3,10
4,true,0,105,37,10,47,4,7
6,true,1,41,125,34,8,7,4
6,true,0,105,27,9,25,4,6
9,true,0,114,39,3,28,1,4
9,true,1,41,102,39,7,10,3
9,true,0,114,59,5,24,1,7
12,true,0,121,67,10,34,4,5
6,true,1,30,121,41,10,10,4
7,true,1,77,125,43,10,7,4
12,true,0,120,96,9,70,4,10
5,true,0,107,0,4,26,3,7
4,true,0,102,61,7,27,2,7
6,true,0,101,13,7,59,4,10
10,true,1,91,106,44,10,7,4
14,true,0,119,68,8,58,3,10
9,true,0,115,62,6,30,2,7
11,true,0,106,67,7,27,1,7
11,true,1,94,159,73,10,10,3
5,true,0,106,0,10,29,3,7
5,true,0,104,25,10,51,3,10
7,true,0,126,30,9,41,4,7
11,true,0,113,76,7,25,2,6
