RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,0,100,10,7,14,4,4
11,true,0,108,77,6,40,2,7
4,true,0,131,15,5,48,3,10
4,true,1,0,103,36,5,7,1
10,true,1,42,105,14,8,4,4
11,true,0,163,98,10,76,4,10
8,true,0,119,79,9,33,4,7
5,true,1,29,106,53,10,10,1
9,true,0,102,89,7,44,4,7
16,true,0,104,82,8,21,4,6
10,true,0,100,42,10,14,4,4
6,true,0,139,52,0,36,0,7
5,true,0,104,55,8,58,4,10
7,true,0,107,24,6,52,3,10
12,true,1,86,141,63,6,10,3
6,true,1,34,101,22,5,4,1
4,true,1,23,100,27,5,7,1
12,true,1,93,117,29,7,7,3
12,true,1,81,116,29,8,7,2
7,true,0,111,70,7,30,2,4
4,true,0,101,13,8,24,3,4
4,true,1,9,127,46,9,7,4
13,true,0,100,71,8,40,4,7
10,true,0,102,18,7,21,3,6
6,true,0,120,16,8,33,4,6
11,true,1,84,122,36,8,7,3
8,true,0,133,22,2,36,1,7
10,true,0,102,90,5,38,3,6
8,true,0,113,63,7,22,3,7
3,true,1,0,132,39,0,7,0
7,true,0,109,96,8,21,3,6
9,true,1,35,115,19,2,4,1
4,true,0,101,31,8,57,4,10
7,true,0,103,16,8,16,4,4
9,true,0,120,69,9,36,4,7
12,true,0,116,69,10,44,4,10
6,true,0,102,28,7,14,3,6
8,true,1,46,139,54,10,10,4
8,true,0,169,43,0,56,0,10
7,true,0,102,59,10,20,3,4
15,true,1,83,119,32,6,7,3
8,true,1,61,126,73,7,10,1
7,true,0,118,15,1,23,1,6
6,true,1,17,110,31,7,7,3
6,true,0,105,45,7,24,3,7
8,true,0,122,37,10,42,3,10
4,true,1,15,146,67,3,10,1
8,true,0,130,55,8,42,3,7
9,true,0,142,35,7,67,4,10
6,true,1,47,100,18,8,6,3
