RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,1,65,106,34,9,7,3
7,true,1,33,103,60,10,10,4
5,true,0,115,0,8,28,3,7
7,true,1,68,111,29,8,7,4
11,true,0,110,82,2,18,1,4
13,true,1,69,112,37,3,7,1
9,true,0,112,36,2,15,1,4
6,true,0,109,16,1,35,1,7
8,true,0,104,74,9,16,4,5
9,true,0,117,51,5,27,1,7
9,true,0,129,89,10,52,2,10
7,true,0,114,45,1,23,1,7
7,true,0,105,94,7,32,1,6
6,true,0,105,20,1,11,1,4
12,true,0,133,93,9,51,3,7
9,true,1,61,106,30,4,4,1
11,true,1,80,100,40,10,7,4
9,true,1,93,119,47,1,10,1
19,true,0,130,94,2,37,1,7
6,true,1,19,136,41,1,10,1
8,true,0,104,20,8,24,4,7
11,true,1,80,125,35,1,10,1
2,true,0,116,1,9,64,3,10
9,true,1,75,106,17,5,4,2
9,true,1,87,103,13,4,4,1
7,true,0,107,28,1,11,1,3
8,true,1,4,100,17,8,7,4
6,true,1,7,169,72,2,10,2
9,true,1,51,108,23,8,7,3
11,true,1,49,130,42,10,7,3
9,true,1,24,110,33,10,7,4
4,true,0,126,0,3,49,2,7
4,true,0,101,13,10,15,4,4
3,true,0,113,0,10,35,4,7
8,true,0,134,93,7,52,3,10
9,true,1,53,109,27,10,7,4
9,true,1,0,109,26,10,7,3
10,true,0,103,99,0,32,0,6
6,true,0,118,47,8,28,3,7
10,true,0,104,90,6,32,2,6
6,true,1,65,126,60,7,7,3
12,true,1,89,115,26,5,4,2
11,true,0,104,80,2,39,1,7
10,true,0,105,34,8,24,4,4
6,true,1,21,107,37,8,7,4
8,true,1,37,129,46,4,10,1
7,true,1,86,103,38,7,7,4
3,true,0,120,0,1,35,1,7
8,true,1,90,115,30,9,7,3
10,true,1,65,100,26,10,7,4
