Game,Rounds,P0 Score,P1 Score,Winner
0,6,0,104,1
1,11,150,75,0
2,5,125,30,0
3,6,102,51,0
4,8,84,112,1
5,9,108,25,0
6,12,114,50,0
7,6,39,128,1
8,5,30,106,1
9,11,100,96,0
10,11,84,135,1
11,9,92,121,1
12,5,120,76,0
13,10,94,116,1
14,5,45,125,1
15,3,8,100,1
16,7,78,115,1
17,12,106,88,0
18,13,100,99,0
19,11,78,112,1
20,5,59,115,1
21,7,68,108,1
22,3,0,115,1
23,6,22,118,1
24,8,47,129,1
