Game,Rounds,P0 Score,P1 Score,Winner
0,5,9,104,1
1,6,124,80,0
2,5,88,116,1
3,4,0,107,1
4,9,155,47,0
5,7,107,51,0
6,4,109,0,0
7,6,22,106,1
8,6,111,15,0
9,9,89,120,1
10,9,109,75,0
11,9,92,136,1
12,9,85,101,1
13,4,101,33,0
14,13,88,117,1
15,10,76,100,1
16,5,118,0,0
17,7,7,112,1
18,9,41,109,1
19,7,123,13,0
20,7,84,134,1
21,6,29,121,1
22,7,45,140,1
23,4,0,126,1
24,6,115,58,0
