Game,Rounds,P0 Score,P1 Score,Winner
0,5,14,103,1
1,5,100,26,0
2,8,98,138,1
3,6,68,111,1
4,9,110,58,0
5,7,100,70,0
6,8,57,104,1
7,4,0,102,1
8,9,100,51,0
9,9,55,114,1
10,9,111,87,0
11,6,0,102,1
12,7,103,77,0
13,2,0,101,1
14,10,105,68,0
15,4,25,120,1
16,6,92,100,1
17,9,90,108,1
18,10,66,112,1
19,7,107,95,0
20,7,42,107,1
21,9,60,112,1
22,6,115,18,0
23,6,10,103,1
24,7,55,100,1
