Game,Rounds,P0 Score,P1 Score,Winner
0,9,110,30,0
1,7,119,58,0
2,5,105,27,0
3,7,59,112,1
4,8,125,25,0
5,8,112,98,0
6,11,103,95,0
7,7,38,110,1
8,7,113,45,0
9,12,90,120,1
10,9,110,50,0
11,5,42,108,1
12,10,85,118,1
13,5,77,111,1
14,9,55,114,1
15,4,0,142,1
16,8,90,107,1
17,9,103,44,0
18,9,66,101,1
19,7,107,62,0
