Game,Rounds,P0 Score,P1 Score,Winner
0,8,101,90,0
1,10,108,78,0
2,6,106,40,0
3,4,7,116,1
4,8,74,130,1
5,4,107,0,0
6,10,139,51,0
7,6,64,116,1
8,5,105,0,0
9,8,23,136,1
10,9,111,81,0
11,5,40,110,1
12,6,54,136,1
13,4,100,73,0
14,9,64,105,1
15,4,0,145,1
16,7,51,125,1
17,6,15,111,1
18,7,73,107,1
19,8,104,85,0
20,7,58,155,1
21,7,62,108,1
22,9,77,148,1
23,3,0,103,1
24,10,97,110,1
,,,basic,16
,,,MCTS,9
