RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
4,true,0,105,14,9,65,4,10
5,true,0,103,0,7,13,3,3
10,true,0,105,96,8,29,3,6
11,true,1,99,108,15,0,6,0
8,true,0,106,84,9,20,3,6
8,true,1,54,124,65,9,10,2
15,true,0,107,94,6,31,3,6
16,true,1,80,108,34,4,7,1
8,true,1,31,102,23,10,7,4
4,true,0,109,0,7,36,4,10
5,true,0,131,19,5,67,1,10
9,true,1,21,113,38,3,7,1
4,true,0,103,0,9,30,4,7
6,true,0,116,56,8,33,3,7
5,true,0,110,0,10,21,4,7
7,true,1,69,111,24,7,7,2
10,true,1,77,118,38,3,7,1
1,true,0,104,0,9,79,4,10
15,true,0,128,98,7,50,3,10
10,true,1,69,101,11,9,4,3
10,true,0,110,65,10,33,3,7
8,true,1,39,118,47,4,10,1
11,true,0,110,82,1,21,1,4
5,true,1,72,110,59,2,10,1
11,true,1,62,123,34,2,7,1
10,true,1,51,117,31,3,7,1
9,true,0,121,52,10,44,4,10
10,true,0,113,55,7,39,3,7
10,true,0,103,49,6,13,3,3
11,true,0,114,45,7,43,3,7
4,true,0,100,52,8,30,4,7
14,true,1,30,130,58,10,10,4
9,true,0,115,94,2,18,1,6
6,true,0,104,30,8,38,3,7
4,true,1,33,103,18,3,4,1
11,true,1,76,103,19,1,7,1
10,true,1,67,117,27,2,6,1
4,true,0,100,28,5,60,1,10
8,true,1,26,102,16,1,6,1
10,true,1,75,130,49,9,10,4
12,true,1,77,100,14,9,3,4
6,true,1,0,118,37,8,7,3
11,true,0,118,80,7,34,4,7
6,true,0,107,3,8,38,4,7
7,true,1,86,104,26,9,7,4
6,true,1,90,123,51,8,10,4
6,true,0,105,5,8,25,3,7
9,true,1,72,103,15,4,5,3
9,true,0,114,37,7,26,3,7
6,true,1,92,111,46,5,7,1
