Game,Rounds,P0 Score,P1 Score,Winner
0,4,0,102,1
1,6,27,103,1
2,6,102,20,0
3,5,13,116,1
4,6,101,16,0
5,8,128,76,0
6,14,104,89,0
7,4,0,109,1
8,9,29,122,1
9,13,132,92,0
10,5,107,14,0
11,7,35,152,1
12,6,44,119,1
13,5,79,101,1
14,7,101,55,0
15,7,115,99,0
16,9,78,113,1
17,7,50,112,1
18,9,73,144,1
19,7,124,83,0
20,7,42,119,1
21,6,81,100,1
22,5,30,101,1
23,4,0,146,1
24,10,102,56,0
,,,basic,15
,,,MCTS,10
