RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,0,112,3,4,40,3,7
11,true,0,135,69,9,66,3,10
10,true,1,66,109,25,8,7,3
11,true,0,104,83,6,30,1,7
9,true,1,83,117,22,1,6,1
17,true,1,79,133,47,10,7,4
2,true,0,114,0,10,67,3,10
4,true,0,107,28,8,19,4,6
5,true,1,1,100,27,8,7,1
3,true,0,104,0,1,30,1,7
7,true,1,68,104,11,6,4,4
9,true,1,51,102,23,10,7,4
8,true,0,152,22,1,55,1,10
8,true,1,97,125,48,10,10,4
9,true,1,29,116,27,9,7,3
10,true,0,113,30,9,37,3,7
8,true,0,106,43,2,32,1,7
9,true,1,45,130,35,2,7,1
10,true,0,103,69,8,13,3,4
8,true,0,144,80,7,71,3,10
