RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
6,true,0,100,58,2,20,1,6
13,true,0,102,64,9,19,3,4
6,true,0,123,51,0,12,0,4
4,true,1,19,136,57,0,10,0
8,true,0,104,55,9,18,4,4
4,true,0,102,34,7,27,1,7
8,true,0,102,79,2,17,1,6
5,true,0,103,34,10,45,4,10
16,true,1,98,118,35,10,6,4
8,true,0,109,28,5,15,2,4
5,true,0,113,10,10,25,4,7
2,true,0,111,0,1,47,1,7
10,true,0,113,89,10,26,4,7
8,true,1,92,137,69,10,10,4
10,true,0,127,70,7,38,4,7
9,true,1,48,103,20,7,7,3
7,true,0,114,67,7,45,3,7
11,true,0,130,50,10,47,4,7
5,true,0,104,24,8,26,4,6
8,true,0,111,17,7,23,3,7
