RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,1,88,113,38,5,7,1
9,true,0,104,25,8,13,4,4
9,true,0,120,29,7,34,4,7
11,true,1,69,100,12,3,4,1
7,true,1,25,100,15,6,6,3
12,true,0,101,96,10,51,4,10
9,true,0,104,64,3,14,1,3
6,true,0,103,18,7,31,4,7
2,true,0,117,0,10,37,4,7
7,true,1,50,100,26,2,7,1
8,true,0,101,36,1,13,1,6
9,true,1,59,118,39,5,6,3
14,true,1,76,111,32,8,7,3
8,true,1,73,108,33,4,7,2
8,true,0,112,35,7,28,4,7
10,true,0,102,32,8,22,3,4
8,true,0,102,55,8,24,2,7
15,true,1,98,142,53,10,10,4
9,true,0,110,51,8,22,2,6
6,true,0,101,20,2,19,1,4
4,true,1,62,100,31,10,7,3
4,true,0,100,36,10,40,4,10
9,true,0,122,36,8,51,3,10
3,true,1,0,103,27,0,7,0
7,true,1,28,105,58,5,10,3
10,true,0,106,91,9,45,4,7
7,true,1,84,109,20,10,4,4
7,true,1,9,101,25,8,7,3
6,true,0,121,33,4,52,2,10
9,true,1,77,119,27,6,7,1
14,true,0,105,69,5,17,3,4
14,true,1,97,110,22,9,4,3
11,true,1,83,117,41,1,10,1
15,true,0,117,60,7,33,4,7
4,true,0,112,42,7,48,3,10
10,true,0,120,76,2,30,1,7
4,true,1,0,106,11,1,4,1
8,true,1,57,113,21,4,6,1
9,true,1,50,162,46,0,7,0
7,true,1,44,113,23,7,7,2
11,true,0,113,75,6,21,4,7
5,true,1,28,106,39,10,7,4
8,true,0,129,33,8,39,4,7
8,true,0,134,43,2,42,1,7
6,true,1,67,102,12,7,4,3
5,true,1,0,124,35,3,7,1
12,true,1,96,122,49,10,10,4
6,true,1,19,101,43,2,10,1
6,true,0,102,39,9,20,4,4
9,true,0,106,90,7,39,4,7
7,true,0,116,61,0,29,0,7
6,true,0,121,48,7,47,3,10
8,true,1,79,101,19,10,6,3
10,true,1,64,119,29,6,4,4
13,true,0,103,56,6,24,3,7
10,true,0,103,69,8,39,3,7
5,true,1,6,109,46,9,7,3
9,true,1,52,111,37,3,6,1
2,true,0,115,0,7,46,3,7
10,true,0,106,76,1,30,1,7
6,true,0,120,32,8,48,2,7
11,true,1,69,104,26,8,7,4
6,true,1,77,105,30,6,7,3
8,true,1,19,107,16,5,6,2
11,true,0,114,84,10,26,3,6
5,true,0,104,49,5,51,3,7
8,true,0,101,77,10,15,3,4
11,true,1,58,108,14,5,3,2
15,true,0,133,84,8,56,3,10
14,true,0,119,86,10,47,3,7
16,true,1,93,108,15,6,5,3
8,true,1,18,117,44,3,10,1
6,true,1,0,112,27,2,7,1
5,true,0,107,24,10,23,4,7
2,true,1,18,109,67,10,10,4
11,true,0,104,14,5,14,3,4
3,true,0,103,43,0,14,0,4
10,true,0,102,78,6,53,4,7
7,true,1,9,108,30,7,7,3
7,true,1,94,113,50,9,10,4
5,true,0,102,22,8,31,3,7
8,true,1,51,106,27,1,7,1
11,true,0,108,63,6,16,4,4
11,true,1,98,101,16,1,4,1
13,true,0,111,73,1,21,1,7
6,true,0,127,53,7,42,3,10
9,true,1,87,114,49,7,10,3
8,true,0,102,11,7,18,3,4
9,true,1,9,112,30,8,7,4
8,true,0,114,4,1,28,1,6
7,true,0,110,22,10,40,4,7
11,true,0,138,96,7,62,3,10
9,true,0,112,39,1,46,1,7
3,true,0,114,0,8,57,4,10
14,true,0,129,86,6,43,4,7
8,true,0,138,99,10,51,4,10
9,true,1,85,111,41,10,7,4
8,true,0,101,0,7,11,4,4
7,true,0,108,86,9,39,2,7
15,true,0,131,96,9,63,3,10
