RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
14,true,0,115,88,8,30,3,7
3,true,0,120,40,9,62,4,10
14,true,1,78,106,24,7,7,2
10,true,0,103,82,10,15,4,4
8,true,0,111,94,10,61,4,10
6,true,1,26,105,38,7,10,3
7,true,1,68,107,15,7,6,3
12,true,1,91,114,38,5,10,3
10,true,1,22,105,24,6,7,4
7,true,1,48,105,20,10,6,4
9,true,0,101,92,8,16,3,4
11,true,0,102,51,1,24,1,4
11,true,0,115,90,5,42,1,7
11,true,1,91,125,65,10,10,4
7,true,0,146,41,9,63,4,10
8,true,0,102,29,10,15,4,6
8,true,1,43,103,53,10,7,3
5,true,1,0,115,37,5,6,1
11,true,1,91,107,37,7,7,4
13,true,1,82,128,38,6,7,3
8,true,0,115,48,10,77,4,10
4,true,0,103,14,2,31,1,7
6,true,1,9,119,40,7,7,2
11,true,0,103,74,6,15,3,6
10,true,0,107,25,7,19,4,6
3,true,0,101,12,10,60,4,10
7,true,0,102,39,2,48,1,7
5,true,1,10,104,23,10,4,3
7,true,0,117,69,6,45,2,7
13,true,0,102,59,7,11,3,5
6,true,0,108,17,3,14,1,4
6,true,1,17,118,25,3,7,1
10,true,0,132,57,2,41,1,7
7,true,0,150,35,4,68,3,10
6,true,1,41,103,24,7,6,3
6,true,0,148,10,6,55,2,10
5,true,1,39,103,43,10,10,3
9,true,0,130,87,7,46,3,10
10,true,1,92,145,28,0,7,0
8,true,1,61,118,30,9,6,4
8,true,1,71,107,14,1,4,1
5,true,1,19,136,51,2,10,1
9,true,1,9,108,17,1,6,1
10,true,0,137,90,7,56,3,10
11,true,1,41,103,16,10,4,4
10,true,0,163,57,9,76,4,10
13,true,1,61,101,20,8,6,3
6,true,0,109,43,1,49,1,7
11,true,1,78,161,58,0,10,0
8,true,0,128,28,4,50,2,10
8,true,0,107,21,10,33,3,7
9,true,0,116,70,9,29,4,7
11,true,1,82,126,14,0,4,0
7,true,1,87,103,17,9,6,4
5,true,1,12,123,28,0,7,0
6,true,1,27,103,23,7,7,3
6,true,0,110,33,5,23,1,6
8,true,1,91,106,34,8,7,4
5,true,1,6,103,27,9,6,3
12,true,1,86,121,37,1,7,1
6,true,0,111,28,4,18,1,6
7,true,1,20,122,57,2,10,1
7,true,0,100,15,10,42,5,7
10,true,0,119,28,8,47,4,7
6,true,1,38,137,56,6,10,2
10,true,0,106,93,5,32,3,7
7,true,1,57,101,11,9,3,4
10,true,0,110,94,1,19,1,7
9,true,0,103,93,9,31,3,7
8,true,0,121,54,9,55,3,7
10,true,1,81,139,56,2,10,1
13,true,0,118,39,8,28,2,7
7,true,0,106,60,10,20,4,3
12,true,0,117,76,6,38,3,7
8,true,0,147,51,8,59,3,10
14,true,0,102,80,7,14,3,3
10,true,1,86,123,12,0,4,0
11,true,1,5,107,19,9,7,4
10,true,0,103,42,9,17,4,4
9,true,1,36,134,43,8,7,3
7,true,1,31,111,32,9,6,4
9,true,0,109,44,8,20,4,6
6,true,1,33,120,51,4,10,1
4,true,1,14,103,19,7,4,3
8,true,0,114,43,2,18,1,4
4,true,0,106,0,9,35,2,7
11,true,0,109,72,10,58,2,10
9,true,0,144,66,9,58,4,10
6,true,0,128,15,0,34,0,7
14,true,1,83,111,27,6,6,3
3,true,0,101,25,10,22,4,7
12,true,0,105,94,2,20,1,7
5,true,0,102,9,9,30,3,7
8,true,1,8,100,39,10,7,4
4,true,1,5,112,45,7,7,3
8,true,0,101,68,9,17,2,4
9,true,1,25,112,28,7,7,3
11,true,1,96,104,38,7,7,3
8,true,0,120,58,8,35,4,7
9,true,0,115,86,6,25,2,4
