RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,0,102,50,2,35,1,7
12,true,1,75,100,22,6,4,3
11,true,0,104,95,2,14,1,4
6,true,0,117,91,9,54,4,10
8,true,0,122,60,0,17,0,4
10,true,1,70,108,26,9,7,3
14,true,1,67,107,14,2,6,1
13,true,1,85,119,29,5,7,1
7,true,0,105,58,6,21,4,7
6,true,0,129,14,10,70,4,10
6,true,0,104,40,8,41,4,7
6,true,1,17,117,14,0,4,0
5,true,0,110,19,9,55,4,10
5,true,0,116,48,9,60,3,10
3,true,0,107,7,9,39,4,7
6,true,1,32,119,52,7,10,3
9,true,0,123,48,4,38,1,7
6,true,0,115,0,8,33,4,7
10,true,0,103,79,10,20,4,7
13,true,0,100,77,4,35,3,10
