RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,1,18,112,23,7,7,3
4,true,1,0,127,38,9,7,2
9,true,1,48,138,52,2,10,2
3,true,0,112,0,6,25,1,4
3,true,1,6,124,39,2,10,1
9,true,1,64,135,17,0,4,0
6,true,1,28,109,66,10,10,4
6,true,1,17,100,37,7,10,4
6,true,0,141,57,6,68,1,10
9,true,1,75,118,36,5,10,1
8,true,0,145,41,9,55,3,10
4,true,1,9,103,24,9,7,4
2,true,0,107,0,7,64,3,10
9,true,0,115,32,7,32,3,7
13,true,1,93,104,17,5,4,1
11,true,0,124,98,9,40,4,7
6,true,0,109,10,10,21,3,7
10,true,1,46,121,35,10,7,4
11,true,1,88,106,38,6,7,4
7,true,0,101,51,10,24,4,7
9,true,0,111,65,4,36,3,7
9,true,0,140,20,9,74,3,10
7,true,0,115,6,9,40,3,7
6,true,1,79,106,29,7,7,4
4,true,1,28,109,35,5,7,3
9,true,1,63,116,62,10,10,3
3,true,0,107,33,7,72,3,10
11,true,0,129,94,9,39,4,7
3,true,0,115,0,9,63,4,10
11,true,1,43,118,37,9,7,4
3,true,1,0,103,17,4,4,1
15,true,0,147,76,8,56,4,10
3,true,0,118,0,10,52,3,10
7,true,0,108,43,2,20,1,7
14,true,1,77,138,71,9,10,4
5,true,0,107,40,6,67,1,10
4,true,0,103,19,7,38,3,7
7,true,1,34,103,16,8,6,4
2,true,0,107,28,5,65,1,10
10,true,1,55,113,27,8,7,3
5,true,1,3,110,26,6,7,2
8,true,1,60,116,29,2,6,1
11,true,0,147,81,10,65,4,10
12,true,0,101,80,6,35,3,7
10,true,1,61,108,38,9,10,4
11,true,1,56,118,26,2,4,1
13,true,0,106,91,8,37,3,7
6,true,1,18,114,23,8,6,4
12,true,0,140,74,10,66,3,10
6,true,0,141,8,1,64,1,10
9,true,1,74,113,26,8,6,3
11,true,0,111,75,7,25,3,6
8,true,0,102,30,7,15,4,4
12,true,0,110,51,3,21,1,4
7,true,1,58,101,19,10,4,3
7,true,1,70,109,25,5,6,2
3,true,0,103,5,7,16,4,4
15,true,1,83,115,26,9,7,4
10,true,1,99,141,17,0,4,0
9,true,0,100,65,10,26,3,7
5,true,1,59,105,52,9,10,4
4,true,1,20,121,35,9,7,3
14,true,1,96,116,28,9,7,3
7,true,0,105,86,0,30,0,7
10,true,0,107,48,10,66,3,10
13,true,1,96,150,55,4,10,2
7,true,0,124,58,9,59,4,10
9,true,0,106,13,8,19,4,6
15,true,1,76,100,11,7,5,3
7,true,1,30,102,25,6,7,4
6,true,0,114,0,9,50,3,10
12,true,0,105,92,0,11,0,4
3,true,0,114,0,1,23,1,7
7,true,1,27,120,76,2,10,1
11,true,1,22,108,14,4,6,3
12,true,1,85,105,18,2,4,1
12,true,0,169,69,7,78,3,10
14,true,0,102,97,4,35,3,7
13,true,1,89,100,20,9,6,4
10,true,1,87,116,58,8,10,4
6,true,0,116,61,8,65,3,10
5,true,0,126,22,9,48,3,7
7,true,0,110,61,1,27,1,6
7,true,0,117,11,4,23,1,6
8,true,1,43,104,29,7,7,2
7,true,1,24,117,29,8,7,4
5,true,0,117,18,3,39,1,7
6,true,0,114,73,6,26,4,7
8,true,0,112,60,9,46,4,10
8,true,1,26,121,35,9,7,3
11,true,0,111,86,1,24,1,7
12,true,1,93,106,21,10,7,4
12,true,0,105,82,7,26,2,7
4,true,1,52,114,55,8,10,2
13,true,1,85,105,15,9,5,4
6,true,0,106,29,6,14,4,4
8,true,0,133,77,9,45,3,7
7,true,0,103,65,1,26,1,7
8,true,0,107,86,2,41,1,7
5,true,0,116,61,8,32,3,7
5,true,0,102,11,5,26,3,7
10,true,0,102,33,2,13,1,4
6,true,0,130,45,4,40,1,7
8,true,1,79,120,43,1,6,1
8,true,0,126,61,10,69,4,10
5,true,0,133,11,3,54,1,10
8,true,1,34,110,40,7,7,3
5,true,0,123,31,10,58,4,10
8,true,1,57,105,24,2,6,1
9,true,0,111,64,10,27,3,7
7,true,0,109,55,9,59,3,10
7,true,0,129,52,10,61,4,10
11,true,1,59,113,19,2,4,1
6,true,0,117,31,5,45,3,7
5,true,0,137,78,7,58,3,10
12,true,0,151,63,2,57,1,10
13,true,1,90,119,54,4,10,3
2,true,1,3,101,64,8,10,4
7,true,0,116,70,5,28,2,7
7,true,1,36,103,27,8,7,3
4,true,0,100,0,10,34,4,6
7,true,0,102,99,1,30,1,7
12,true,1,63,100,46,6,10,1
7,true,1,31,107,34,8,10,4
7,true,1,21,126,36,4,7,1
9,true,1,99,103,32,10,7,5
9,true,1,62,108,44,9,10,3
12,true,1,28,121,38,6,7,4
7,true,1,26,103,12,0,4,0
11,true,0,103,67,8,28,4,7
10,true,0,136,52,2,47,1,7
5,true,0,121,22,7,68,4,10
5,true,1,11,113,52,10,10,4
9,true,0,115,72,7,32,3,7
3,true,1,10,102,55,10,7,3
7,true,0,102,44,10,19,4,7
6,true,0,108,41,3,21,1,5
5,true,1,31,102,17,9,6,4
10,true,1,63,148,63,4,10,1
3,true,0,112,0,10,23,4,5
6,true,0,112,54,10,30,3,4
5,true,0,100,13,10,14,4,3
5,true,1,24,101,12,2,4,1
10,true,0,102,71,6,29,1,7
4,true,0,109,23,10,46,4,7
5,true,0,108,10,6,26,3,7
4,true,1,2,107,34,10,7,3
11,true,0,130,92,0,15,0,4
5,true,1,3,105,30,10,6,4
5,true,0,105,8,10,17,3,6
4,true,0,143,0,9,64,3,10
9,true,0,107,53,10,35,4,7
10,true,1,74,109,22,8,7,4
11,true,1,80,117,42,8,10,3
8,true,0,101,56,1,14,1,6
7,true,1,78,117,42,10,10,4
5,true,0,121,46,8,43,4,10
8,true,0,114,74,8,40,4,7
15,true,1,73,124,33,6,7,3
10,true,0,104,95,8,20,3,6
7,true,1,55,107,62,9,10,4
10,true,0,131,93,8,68,3,10
6,true,0,103,16,8,14,2,4
11,true,1,75,100,20,7,4,3
5,true,1,34,106,18,9,6,2
7,true,0,134,57,3,59,1,10
10,true,0,126,70,10,45,3,7
12,true,1,95,131,14,0,3,0
7,true,1,27,123,35,6,6,3
7,true,0,100,29,10,15,4,4
8,true,1,38,125,51,9,10,4
6,true,1,20,150,65,1,10,1
4,true,0,111,0,0,13,0,4
9,true,0,105,51,8,47,4,10
14,true,0,108,85,6,20,2,4
5,true,0,103,10,9,50,4,10
10,true,0,121,98,8,38,4,7
7,true,1,93,111,24,10,7,3
12,true,0,131,46,2,38,1,7
8,true,1,53,102,52,10,10,3
7,true,1,45,120,47,2,7,1
10,true,0,130,66,8,46,4,7
10,true,1,77,100,38,10,7,5
8,true,0,113,51,4,31,1,6
8,true,1,47,107,16,7,7,4
11,true,1,99,112,23,9,7,3
3,true,1,8,107,31,1,7,1
11,true,0,105,67,9,28,4,7
7,true,1,89,117,35,9,7,3
7,true,0,106,49,9,29,4,7
9,true,1,33,104,14,2,3,1
5,true,1,0,112,22,9,7,3
6,true,0,104,11,8,64,3,10
10,true,0,103,69,9,24,4,7
8,true,0,109,78,9,32,3,7
7,true,0,110,24,6,47,3,10
3,true,0,102,0,7,45,3,7
16,true,1,88,102,17,7,7,3
5,true,0,107,11,4,20,2,6
8,true,1,64,126,13,0,4,0
