RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
4,true,1,6,102,39,1,7,1
5,true,0,113,46,9,56,4,10
10,true,0,101,77,9,23,3,4
9,true,1,43,107,29,9,6,4
6,true,0,102,27,8,11,3,3
9,true,0,109,56,6,26,4,7
13,true,0,106,52,3,12,1,3
10,true,1,66,104,12,7,4,2
5,true,0,117,0,5,43,3,7
11,true,1,54,107,25,2,4,1
9,true,0,104,33,7,15,3,6
9,true,1,82,113,35,8,7,4
12,true,1,73,116,38,7,7,3
6,true,0,108,6,2,31,1,7
14,true,0,116,56,1,36,1,7
10,true,0,112,41,9,51,4,10
12,true,1,89,138,47,8,10,3
9,true,0,112,67,8,23,3,6
13,true,0,107,99,10,24,4,7
11,true,0,110,56,0,17,0,4
12,true,0,124,50,7,41,4,7
10,true,0,111,69,8,31,3,7
12,true,0,137,43,6,51,4,7
7,true,0,106,26,3,21,1,7
9,true,1,48,114,29,6,7,2
11,true,1,45,116,29,9,7,3
10,true,1,14,104,21,9,7,4
12,true,0,113,81,9,38,4,10
10,true,0,121,83,9,32,4,7
2,true,1,26,102,57,9,10,3
7,true,1,70,126,14,0,6,0
9,true,1,62,105,18,10,7,4
12,true,1,61,113,26,8,7,3
11,true,0,118,90,8,47,1,7
8,true,0,107,77,8,25,3,7
7,true,0,118,80,3,31,2,7
5,true,0,118,79,0,12,0,4
4,true,1,31,114,58,10,10,4
4,true,1,18,105,36,10,7,4
8,true,0,110,34,7,32,3,7
11,true,0,109,73,7,21,3,7
12,true,0,115,73,1,24,1,4
9,true,0,106,72,6,17,3,7
6,true,0,109,66,7,53,3,10
7,true,0,108,64,9,43,4,7
11,true,1,78,107,50,9,6,3
10,true,0,132,70,7,42,4,10
8,true,0,119,43,1,51,1,10
6,true,0,124,0,0,16,0,4
9,true,1,68,124,46,8,10,4
3,true,1,0,105,38,0,7,0
6,true,1,25,102,38,10,10,3
13,true,1,68,115,31,9,7,4
5,true,0,105,0,7,16,2,4
9,true,0,113,35,1,45,1,10
10,true,1,31,109,20,5,3,1
10,true,1,75,119,35,10,7,4
9,true,1,60,121,38,6,7,2
17,true,0,105,77,10,20,4,6
8,true,0,105,34,4,15,1,5
7,true,1,68,104,29,9,7,4
10,true,0,101,54,7,30,4,7
13,true,0,126,60,5,36,2,7
6,true,1,56,100,29,8,7,4
4,true,1,4,122,54,10,10,4
7,true,1,55,131,39,6,10,1
11,true,1,91,104,17,3,4,2
10,true,0,128,71,3,44,1,10
11,true,1,50,112,35,6,7,2
4,true,0,149,17,9,78,4,10
4,true,0,105,0,1,17,1,7
8,true,1,20,111,26,3,6,1
10,true,1,25,113,19,1,6,1
12,true,0,125,53,5,44,2,10
5,true,0,116,0,4,29,1,7
7,true,1,69,100,41,8,7,3
13,true,1,92,109,18,7,4,3
9,true,0,103,77,8,25,3,7
9,true,0,105,43,3,16,1,5
3,true,0,105,7,8,61,3,10
9,true,1,46,121,46,9,7,4
8,true,0,128,12,8,43,3,7
10,true,1,41,116,34,9,7,3
5,true,1,69,120,54,5,10,3
14,true,0,120,97,5,68,1,10
8,true,0,118,99,9,75,3,10
6,true,1,13,114,24,7,7,3
10,true,0,108,39,10,25,3,7
6,true,0,140,14,5,60,2,10
10,true,1,64,118,28,9,7,2
5,true,1,42,107,27,10,7,4
8,true,1,84,108,25,2,6,1
8,true,1,32,102,41,7,10,3
12,true,0,142,56,7,62,3,10
6,true,0,108,9,10,20,3,7
6,true,0,102,19,8,22,3,7
5,true,0,129,46,0,16,0,4
13,true,0,102,71,1,19,1,7
4,true,1,7,108,68,9,10,4
