RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
4,true,1,7,102,25,2,7,2
6,true,1,83,108,37,7,7,4
7,true,0,116,38,3,55,1,10
11,true,1,86,105,35,8,7,3
9,true,0,101,56,3,13,1,4
9,true,1,47,108,13,2,4,1
4,true,0,102,23,10,25,4,6
7,true,1,60,123,47,10,7,4
8,true,0,102,37,10,26,3,7
6,true,0,101,32,4,54,1,10
10,true,1,69,135,54,10,10,3
7,true,1,44,126,53,7,10,3
4,true,0,112,4,9,27,3,7
6,true,0,111,90,6,36,3,7
14,true,1,97,105,16,7,6,3
5,true,0,125,6,9,45,3,7
9,true,1,97,109,30,5,7,2
7,true,1,57,160,45,0,10,0
11,true,1,55,130,46,10,10,2
10,true,0,124,71,7,52,3,7
3,true,0,112,0,6,26,4,7
7,true,1,42,118,60,2,10,2
11,true,1,68,103,19,8,6,4
8,true,1,68,103,22,6,6,1
10,true,1,90,101,12,5,4,2
5,true,0,115,16,7,36,3,7
2,true,0,122,3,7,41,2,10
11,true,1,37,109,12,1,4,1
8,true,0,110,16,9,25,4,7
10,true,1,44,116,34,1,7,1
15,true,0,107,93,1,21,1,7
4,true,0,101,1,8,17,4,3
10,true,1,97,115,35,9,7,3
7,true,0,126,73,10,50,4,7
11,true,1,80,113,29,10,7,4
8,true,0,107,77,3,58,1,10
7,true,0,111,63,9,62,4,10
11,true,0,110,88,2,31,1,7
6,true,0,112,35,10,60,4,10
6,true,1,61,105,33,9,7,4
13,true,0,107,34,2,15,1,4
8,true,0,127,23,0,17,0,4
8,true,0,103,72,8,28,2,6
7,true,1,38,126,61,7,10,3
9,true,1,71,129,45,8,7,3
9,true,0,116,84,6,50,2,10
6,true,0,121,4,9,44,3,7
4,true,1,0,113,17,1,4,1
7,true,0,106,40,3,20,1,7
10,true,1,63,110,20,7,7,3
11,true,0,136,23,2,41,1,7
8,true,0,129,57,9,46,1,10
6,true,0,116,19,10,33,4,7
10,true,0,102,68,7,29,3,7
8,true,0,110,88,10,25,4,7
5,true,0,129,17,0,13,0,3
13,true,0,105,81,9,20,4,6
4,true,0,139,14,5,64,1,10
14,true,1,43,111,23,6,7,4
11,true,0,112,70,10,29,4,7
6,true,1,5,114,30,8,7,3
6,true,0,143,27,2,61,1,10
2,true,0,111,0,1,15,1,4
7,true,0,109,1,4,26,1,6
9,true,1,78,103,12,2,4,1
10,true,0,100,42,9,24,4,5
10,true,0,105,25,8,25,4,7
8,true,1,54,106,56,8,10,4
9,true,1,26,106,24,8,7,3
5,true,0,118,99,2,56,1,10
3,true,0,102,0,7,11,4,3
5,true,1,13,119,55,10,10,3
10,true,1,83,100,23,4,7,3
9,true,1,99,127,32,1,7,1
9,true,0,132,99,3,48,1,7
7,true,0,100,19,4,14,1,4
6,true,1,63,101,25,8,7,4
6,true,0,107,4,6,18,4,7
3,true,1,4,101,20,1,7,1
3,true,1,7,101,48,9,10,3
11,true,0,119,68,7,43,3,10
6,true,0,111,21,9,22,4,6
6,true,0,101,24,1,20,1,7
11,true,0,124,45,10,35,3,7
12,true,1,89,101,27,7,6,3
6,true,0,104,31,10,37,4,6
8,true,0,123,39,7,33,3,7
7,true,1,24,112,29,10,7,3
4,true,1,15,129,73,10,10,4
9,true,1,93,115,65,9,10,4
11,true,1,60,115,42,3,7,1
9,true,1,59,100,19,7,4,2
8,true,0,118,41,0,12,0,4
5,true,0,103,11,6,28,3,7
7,true,0,113,11,9,27,3,7
7,true,1,46,111,31,10,7,4
7,true,0,125,53,10,46,4,10
9,true,1,95,138,55,10,10,4
9,true,1,33,139,16,0,7,0
5,true,1,54,128,62,3,10,1
6,true,0,113,19,10,57,4,10
