RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
12,true,0,129,94,6,36,3,7
4,true,0,139,0,6,47,2,10
8,true,0,103,58,8,28,3,6
12,true,0,121,92,1,33,1,7
7,true,1,22,134,65,10,10,3
12,true,1,90,101,17,7,4,4
12,true,1,60,103,12,1,3,1
10,true,0,101,81,8,27,3,7
7,true,1,49,125,43,10,10,4
11,true,0,107,62,7,18,3,7
10,true,0,106,54,9,24,4,7
11,true,0,125,79,7,39,3,10
4,true,1,0,106,25,8,7,4
3,true,0,134,27,1,56,1,7
12,true,0,116,84,10,32,3,7
9,true,1,45,133,71,10,10,4
10,true,1,77,108,28,8,7,3
12,true,0,136,84,10,49,4,10
5,true,1,16,122,51,4,10,1
7,true,1,39,107,30,4,7,3
12,true,0,105,90,2,23,1,6
8,true,0,101,92,7,31,2,7
10,true,1,68,103,11,6,4,3
4,true,0,126,27,7,48,3,7
4,true,0,110,0,10,35,4,7
11,true,1,82,104,19,7,7,3
11,true,0,167,70,2,77,1,10
7,true,0,128,65,10,41,3,7
5,true,0,100,32,2,19,1,6
8,true,0,110,76,6,20,4,4
9,true,1,81,108,33,7,7,3
10,true,0,130,71,10,57,3,10
2,true,0,100,0,1,47,1,10
11,true,1,35,127,43,9,7,3
10,true,1,93,106,11,3,4,1
9,true,0,104,38,2,17,1,4
7,true,1,56,100,36,10,7,4
11,true,0,109,27,9,50,4,10
8,true,0,103,32,0,12,0,6
10,true,0,101,62,2,21,1,7
8,true,0,117,20,3,42,1,10
7,true,0,114,26,1,23,1,6
7,true,1,63,118,42,10,10,4
17,true,0,141,93,0,24,0,6
7,true,1,26,125,31,1,7,1
4,true,1,0,101,21,8,6,4
11,true,0,106,95,10,26,4,6
8,true,1,48,101,33,1,7,1
8,true,0,129,37,7,45,3,7
7,true,1,92,118,37,8,7,2
6,true,0,120,10,9,31,3,7
8,true,1,93,103,37,1,7,1
8,true,0,133,30,8,42,3,10
7,true,0,117,37,6,29,3,7
10,true,1,89,105,34,4,7,1
12,true,0,134,54,9,47,4,10
8,true,0,107,41,9,36,3,7
12,true,0,106,97,10,34,3,7
7,true,1,66,106,20,6,7,2
9,true,0,104,58,10,43,4,7
9,true,0,112,39,4,22,3,6
9,true,1,95,111,14,2,6,1
9,true,0,104,44,2,12,1,4
8,true,0,135,46,9,46,4,10
7,true,0,101,11,7,21,4,7
7,true,0,115,30,9,40,3,7
8,true,1,66,110,33,5,7,3
13,true,1,96,116,25,5,7,1
8,true,0,101,53,8,17,3,7
10,true,0,103,74,9,23,4,7
5,true,0,113,27,6,42,2,7
11,true,0,112,48,8,29,4,4
10,true,0,101,83,9,37,5,7
8,true,1,84,100,18,10,5,4
5,true,1,12,102,25,10,6,4
6,true,1,42,117,63,10,10,4
5,true,0,100,0,9,34,4,7
3,true,0,105,0,9,44,4,10
12,true,1,88,112,23,4,7,1
9,true,0,102,84,10,82,2,10
12,true,0,101,72,7,18,3,4
12,true,1,72,122,30,6,7,3
5,true,0,105,61,2,62,1,10
12,true,1,44,107,21,8,7,2
6,true,0,101,33,9,32,4,7
5,true,1,17,107,49,7,10,4
8,true,0,110,42,6,17,3,6
15,true,0,102,97,5,11,3,3
6,true,0,103,56,8,15,3,4
11,true,1,40,124,43,9,10,3
15,true,1,88,107,15,6,4,3
5,true,1,2,124,41,7,10,2
