RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,0,107,82,7,43,4,6
11,true,1,90,101,54,10,7,4
7,true,0,115,10,9,25,4,7
8,true,1,48,106,20,8,6,3
3,true,1,0,125,61,5,10,3
15,true,1,78,109,18,6,4,2
6,true,0,117,16,10,29,3,7
9,true,1,56,103,11,7,4,4
4,true,0,107,8,10,29,4,7
9,true,0,126,74,10,41,3,7
12,true,1,78,122,11,0,3,0
9,true,0,134,79,9,66,3,10
10,true,0,110,30,10,46,3,7
7,true,1,82,101,44,9,10,4
8,true,0,116,8,8,31,2,7
8,true,1,52,104,43,9,7,3
6,true,0,100,62,9,37,4,6
10,true,1,90,128,43,10,7,4
11,true,0,150,83,6,73,3,10
13,true,1,67,118,51,9,10,4
9,true,0,100,45,8,34,4,10
10,true,1,79,107,41,9,6,4
10,true,1,98,118,47,9,10,4
4,true,1,19,101,59,10,10,4
5,true,0,107,22,4,43,1,7
4,true,1,21,124,41,7,7,3
11,true,0,110,51,6,18,4,5
13,true,1,73,104,21,6,7,3
8,true,0,135,59,0,30,0,7
6,true,0,112,68,6,36,3,7
10,true,1,35,121,30,2,7,1
9,true,1,66,140,51,10,10,4
6,true,0,113,29,8,42,3,7
8,true,0,101,98,2,33,1,7
8,true,1,50,120,67,10,10,4
6,true,1,23,106,59,7,10,3
9,true,0,102,84,8,14,3,4
11,true,1,81,109,39,8,6,4
12,true,0,104,50,6,19,1,4
9,true,0,103,49,3,11,1,4
6,true,1,18,102,64,4,10,2
9,true,1,33,105,12,2,4,1
6,true,0,129,31,0,45,0,7
10,true,1,52,115,22,6,6,3
9,true,1,60,110,22,2,4,1
5,true,0,115,23,7,56,4,10
9,true,1,97,105,27,6,4,1
4,true,1,0,117,35,8,7,3
9,true,1,46,106,44,0,10,0
10,true,0,107,79,4,20,3,6
6,true,0,105,31,0,12,0,4
12,true,1,32,109,55,8,10,3
4,true,0,100,9,8,47,3,10
14,true,1,55,148,25,0,7,0
7,true,1,29,105,43,9,7,3
6,true,1,81,110,38,7,10,3
12,true,0,155,91,8,67,4,10
8,true,0,104,14,1,11,1,4
10,true,0,106,99,7,23,3,7
8,true,1,62,108,20,0,6,0
7,true,0,100,36,10,32,3,7
2,true,0,106,0,1,30,1,7
11,true,0,137,47,1,41,1,7
3,true,1,0,102,58,8,7,4
8,true,0,128,61,9,57,4,10
6,true,0,110,25,10,32,4,7
6,true,0,106,71,2,53,1,7
9,true,1,78,110,30,9,7,3
6,true,1,31,135,64,10,10,3
7,true,1,66,103,24,4,7,2
8,true,0,101,68,7,33,4,10
9,true,0,101,94,10,15,3,4
9,true,1,45,106,20,5,5,1
10,true,1,70,104,21,7,4,1
4,true,0,108,15,4,41,2,7
6,true,1,24,116,26,7,7,3
10,true,1,71,133,44,10,7,4
7,true,0,103,65,6,42,3,6
12,true,0,134,75,10,48,3,10
6,true,0,126,28,3,37,1,7
8,true,1,57,109,17,7,6,3
4,true,0,114,13,9,55,4,10
6,true,0,107,22,4,13,3,6
14,true,1,89,102,29,8,7,3
10,true,1,74,101,28,10,7,3
7,true,0,103,52,6,53,3,10
8,true,0,101,46,7,25,4,7
9,true,1,75,108,61,9,10,3
9,true,0,149,21,2,69,1,10
8,true,1,12,108,15,6,6,4
12,true,1,84,110,34,10,7,3
13,true,0,113,70,10,30,4,7
7,true,0,104,60,7,15,4,6
11,true,1,65,109,36,6,7,4
3,true,1,0,121,33,7,7,3
13,true,0,117,72,2,41,1,10
10,true,0,101,82,8,17,4,4
10,true,0,103,71,9,21,4,7
7,true,0,100,47,7,50,3,10
7,true,0,108,99,8,33,3,7
