RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,0,112,49,9,22,4,7
7,true,0,103,25,9,16,4,4
13,true,1,96,119,28,8,7,4
8,true,0,103,52,10,21,4,5
9,true,0,111,85,9,33,3,7
7,true,1,50,125,46,10,7,4
11,true,0,121,61,9,33,3,7
8,true,1,50,118,50,6,7,3
12,true,1,99,119,53,6,10,1
7,true,1,78,116,46,8,7,3
6,true,1,76,106,50,8,10,2
8,true,0,111,78,8,43,2,7
2,true,1,0,105,73,3,10,1
8,true,1,84,126,55,3,10,1
4,true,0,117,11,10,47,4,10
11,true,0,124,85,7,69,2,10
10,true,1,98,108,33,9,7,4
9,true,1,75,102,11,7,3,2
8,true,0,113,29,8,37,3,7
8,true,1,38,105,16,1,3,1
11,true,1,51,109,17,2,4,1
16,true,0,102,86,10,14,4,4
11,true,0,125,51,8,44,3,10
8,true,0,105,83,10,38,3,7
3,true,0,101,25,6,48,3,7
6,true,0,129,9,4,40,3,7
6,true,0,110,63,8,33,3,10
12,true,0,104,99,7,15,3,4
9,true,1,73,103,17,10,6,4
4,true,0,107,0,7,45,2,10
5,true,0,130,15,6,50,1,7
13,true,1,82,110,26,8,7,4
8,true,1,26,127,58,8,10,3
14,true,0,104,84,7,20,3,4
2,true,0,106,0,8,50,3,7
11,true,1,82,110,20,0,4,0
6,true,1,53,104,44,8,10,4
10,true,1,82,119,26,0,7,0
3,true,0,103,0,0,12,0,4
5,true,0,100,33,10,54,4,10
7,true,1,58,129,40,6,7,1
10,true,1,80,109,26,1,7,1
13,true,0,127,81,8,56,3,7
14,true,0,147,89,8,57,4,10
9,true,1,38,112,32,9,7,3
3,true,1,20,113,32,8,7,3
8,true,1,84,129,52,8,10,2
8,true,0,137,16,9,54,4,10
10,true,1,87,100,14,10,4,3
11,true,1,62,106,32,5,10,2
