Player 1 Deadwood: 
41,32,26,24,16,16,16,16,16,11,11,11
39,30,9,9
44,44,44,41,41,41,40,40,40
64,59,50,50,46,27,27,27,20,20,8,8
29,29,20,20,15,15,15,15,15,15,15,15
56,48,22,22,13,13,13,13,13,13,8,8
63,55,55,53,30,22,22,22,22,22,22
44,34,29,25,25,20,14,14,14
30,2,2
40,18,18,18,16,11,11,11
16,16,6,6
61,53,53,53,33,31,10,10
34,33,33,32,25,25,22,8,8
48,44,44,42,41,41,36,19,18,18,18,18
61,33,24,24,20,20,20,20
53,45,37,31,12,10,10
68,65,65,62,35,35,29,11,11,3,3
67,65,64,36,33,33,32,25,23,23,23
54,48,43,36,21,18,18,18
51,41,34,8,8
43,19,13,9,9
70,61,37,33,29,29,29
48,40,40,37,37,37,15,15,10,10
28,28,14,14,14,14,14,14
43,38,13,13,10,10
40,38,29,9,9
71,63,33,33,20,20,14,13,13,8,8
25,18,18,18,18,18,15,15,15,5,5
51,44,43,43,15,15,15,15,15,15
65,65,33,30,30,30
57,57,49,45,45,26,24,24,15,15,15
56,27,27,27,27,19,19,19
49,43,38,38,38,38,32,16,16,16
37,37,20,13,0
77,47,46,46,46
30,25,25,25,25
47,35,33,32,16,14,13,12,12,12,12
54,47,42,38,38,38,37,20,16,16,16,9,9
58,54,32,32,32
23,8,8
38,32,26,24,24,24
62,57,57,57,48,47,46,45,45,45,45
68,68,42,23,19,14,10,10
36,29,26,26,9,9
61,52,46,46,46,46,35,34,15,14,14,14,12,12,12
50,50,46,28,14,14,1,1
16,16,11,6,6
46,16,13,13,11,11,9,9
23,23,23,23,14,14,14,14,14,13,13,13,13
30,30,28,23,18,10,10
62,54,49,24,24,24,24,24
16,11,11,11,11,3,3
71,69,69,40,34,34,15,14,13,13,13
59,59,59,57,51,29,29,29
43,38,31,30,10,10
41,21,21,13,2,2
48,45,39,35,19,13,7,7
47,47,43,27,20,14,10,10
70,40,37,30,25,25,25,25,25,25,25
74,44,43,17,17,17,10,10
55,25,19,19,19
44,44,44
64,64,55,46,46,41,41,40,27,27,27,27,27
30,24,20,19,8,8
43,34,34,34,28,28,28,23,11,9,9
26,23,4,4
70,40,11,11,9,9
48,18,12,6,6
62,62,62,32,32,32,23,16,11,11,11,11
13,12,8,8
74,66,57,57,57,54,51,46,27,27,27
