RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
10,true,1,71,109,17,1,4,1
9,true,1,46,123,41,10,7,3
10,true,0,114,29,10,26,4,7
14,true,1,84,130,23,0,7,0
14,true,0,115,83,8,31,4,6
8,true,0,104,57,10,16,4,4
8,true,1,78,106,50,8,10,4
8,true,0,101,43,9,47,3,10
2,true,0,113,0,9,28,3,7
5,true,0,101,0,9,52,4,10
8,true,1,50,106,15,2,3,1
6,true,1,41,101,14,7,4,3
10,true,1,40,104,15,9,4,3
9,true,1,77,115,30,10,7,4
6,true,1,35,119,46,9,10,4
9,true,0,103,45,6,11,3,4
11,true,0,102,88,2,58,1,10
6,true,1,27,103,16,0,6,0
7,true,0,124,45,7,33,3,7
11,true,0,109,93,2,13,1,4
11,true,1,80,111,34,8,10,4
10,true,0,105,32,9,30,4,7
11,true,1,89,120,35,8,10,4
7,true,1,0,100,13,8,4,4
3,true,1,26,105,41,7,7,2
14,true,1,96,125,51,9,10,4
7,true,0,129,34,7,52,3,7
5,true,0,118,17,3,33,2,7
10,true,0,105,37,9,29,4,6
10,true,1,55,121,44,2,7,1
4,true,1,12,106,38,10,7,3
15,true,1,79,108,23,10,7,2
3,true,1,0,102,41,10,10,4
4,true,0,101,52,0,25,0,7
12,true,0,122,51,7,38,4,7
8,true,1,45,107,21,8,7,4
6,true,1,84,102,15,10,4,4
7,true,1,78,101,24,6,7,4
6,true,1,74,102,14,8,5,3
4,true,1,0,101,12,10,4,4
11,true,0,108,94,8,17,3,6
7,true,0,110,27,1,12,1,4
11,true,0,107,91,6,29,3,7
13,true,0,113,99,2,23,1,7
11,true,1,42,109,16,1,4,1
9,true,0,113,57,0,16,0,4
1,true,0,102,0,0,16,0,4
7,true,0,103,53,8,72,3,10
6,true,0,107,19,10,61,4,10
8,true,1,54,121,25,1,7,1
