RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,0,105,66,8,29,4,7
8,true,0,101,96,10,47,4,7
6,true,1,57,117,44,8,7,2
13,true,1,99,132,69,9,10,1
10,true,1,70,105,50,9,10,4
6,true,1,32,113,21,2,4,1
3,true,0,129,0,9,58,4,10
3,true,0,103,18,6,63,1,10
6,true,0,108,19,8,22,3,7
14,true,0,102,76,8,14,3,4
8,true,0,113,56,1,25,1,4
9,true,1,77,128,64,9,10,4
6,true,1,57,121,48,8,10,3
8,true,0,152,29,2,70,1,10
4,true,0,101,66,9,57,3,10
12,true,0,104,55,5,61,1,10
8,true,1,41,107,49,4,10,1
7,true,0,156,28,9,76,3,10
8,true,0,116,72,5,23,2,7
7,true,1,49,106,20,6,6,4
10,true,1,58,141,60,8,10,4
5,true,0,157,29,6,71,4,10
8,true,1,42,114,29,7,7,3
13,true,0,114,83,6,37,1,7
6,true,0,106,4,1,50,1,7
4,true,0,114,11,3,28,1,7
10,true,1,46,101,22,7,6,2
11,true,0,117,59,8,32,4,7
6,true,0,121,29,10,43,4,7
15,true,0,158,93,7,69,4,10
6,true,1,22,100,16,7,6,3
10,true,0,114,73,1,18,1,7
9,true,1,86,106,38,4,7,1
9,true,1,32,104,13,6,4,3
15,true,0,107,81,6,20,1,3
10,true,1,81,115,61,9,10,4
10,true,0,105,27,8,33,3,7
7,true,0,102,58,9,13,4,5
7,true,0,117,73,6,33,3,7
13,true,1,97,137,48,9,7,4
6,true,0,105,23,1,21,1,7
10,true,0,106,20,2,17,2,4
8,true,0,102,49,7,14,3,6
13,true,0,100,80,8,16,4,5
5,true,1,9,103,70,8,10,2
10,true,0,104,50,8,61,4,10
10,true,1,18,107,19,8,7,4
11,true,0,103,99,8,42,4,7
6,true,0,106,30,10,40,4,10
10,true,1,90,100,15,2,4,1
