RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,1,71,100,43,10,10,3
11,true,1,54,108,17,8,6,4
8,true,1,43,108,25,10,7,4
10,true,1,76,113,29,9,7,3
5,true,1,8,115,37,7,10,3
10,true,0,115,61,10,33,3,7
11,true,1,69,110,31,5,7,3
10,true,0,113,53,9,24,4,7
3,true,1,0,107,24,6,7,3
7,true,0,103,27,2,13,1,3
10,true,0,105,67,10,30,3,10
7,true,0,117,35,1,37,1,7
10,true,1,63,110,13,2,4,1
9,true,0,122,52,6,29,3,7
7,true,0,121,25,10,51,3,10
13,true,0,101,70,10,13,5,4
11,true,0,120,98,1,25,1,6
3,true,0,116,7,7,58,3,10
10,true,0,134,75,10,62,3,10
8,true,0,102,12,2,18,1,4
2,true,0,100,0,1,26,1,7
13,true,1,91,142,50,7,10,4
6,true,0,102,39,7,49,3,7
10,true,1,44,116,50,2,10,1
8,true,1,38,100,11,6,4,3
10,true,1,73,150,63,8,10,4
9,true,0,144,67,9,57,3,10
5,true,1,9,102,39,10,7,4
4,true,1,76,104,47,3,10,1
7,true,1,33,122,32,1,7,1
5,true,0,111,21,1,23,1,6
8,true,1,16,109,17,0,3,0
11,true,1,94,110,27,10,7,4
9,true,0,100,89,8,27,4,7
7,true,0,135,90,6,45,3,10
2,true,0,115,52,10,78,4,10
9,true,0,129,79,6,69,4,10
6,true,1,96,128,46,3,10,1
8,true,1,20,104,14,9,4,3
10,true,1,54,106,25,9,6,4
7,true,0,149,82,2,60,1,10
10,true,1,96,103,12,3,3,1
9,true,1,63,102,16,10,4,4
5,true,1,10,117,30,9,7,3
13,true,1,85,105,15,2,4,1
13,true,0,101,86,9,27,4,7
13,true,1,72,100,21,8,7,4
9,true,0,102,65,9,53,2,7
5,true,0,116,45,8,57,4,10
8,true,0,112,56,9,24,4,7
