GameNumber,RoundNumber,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadwoodPlayer0,DeadwoodPlayer1,CardsInDeadwoodPlayer0,CardsInDeadwoodPlayer1,FinalRound
2814,4,0,72,48,10,25,4,4,false
2814,5,0,75,48,8,11,4,4,false
2814,6,1,75,66,21,3,7,1,false
2814,7,0,101,66,4,30,1,7,true
2815,0,Null,0,0,82,59,10,11,false
2815,0,0,14,0,2,16,1,4,false
2815,1,0,26,0,7,19,3,6,false
2815,2,1,26,8,13,5,4,3,false
2815,3,0,44,8,9,27,4,7,false
2815,4,0,72,8,9,37,4,6,false
2815,5,0,83,8,1,12,1,3,false
2815,6,1,83,57,58,9,10,4,false
2815,7,1,83,72,25,10,6,4,false
2815,8,0,90,72,10,17,5,4,false
2815,9,1,90,107,38,3,7,1,true
2816,0,Null,0,0,68,79,10,11,false
2816,0,0,3,0,8,11,4,4,false
2816,1,1,3,45,53,8,10,3,false
2816,2,1,3,66,25,4,7,1,false
2816,3,1,3,89,31,8,7,3,false
2816,4,1,3,108,27,8,7,2,true
2817,0,Null,0,0,61,76,10,11,false
2817,0,1,0,6,16,10,6,3,false
2817,1,0,32,6,10,42,4,7,false
2817,2,0,38,6,6,12,2,4,false
2817,3,1,38,23,25,8,7,3,false
2817,4,1,38,53,37,7,7,3,false
2817,5,0,43,53,6,11,2,4,false
2817,6,1,43,89,11,0,3,0,false
2817,7,0,53,89,6,16,3,4,false
2817,8,1,53,103,21,7,6,4,true
2818,0,Null,0,0,59,69,10,11,false
2818,0,1,0,15,23,8,7,3,false
2818,1,1,0,26,16,5,7,2,false
2818,2,1,0,37,21,10,7,4,false
2818,3,0,57,37,8,65,4,10,false
2818,4,0,85,37,9,37,4,7,false
2818,5,0,98,37,9,22,3,7,false
2818,6,0,101,37,10,13,4,4,true
2819,0,Null,0,0,76,68,10,11,false
2819,0,0,67,0,0,42,0,7,false
2819,1,0,74,0,8,15,2,4,false
2819,2,0,93,0,9,28,3,7,false
2819,3,1,93,5,12,7,4,3,false
2819,4,0,96,5,10,13,3,4,false
2819,5,1,96,46,51,10,10,4,false
2819,6,0,103,46,9,16,4,6,true
2820,0,Null,0,0,62,63,10,11,false
2820,0,1,0,15,24,9,7,4,false
2820,1,0,6,15,7,13,4,4,false
2820,2,0,22,15,10,26,3,4,false
2820,3,1,22,17,11,9,5,3,false
2820,4,0,45,17,2,25,1,7,false
2820,5,1,45,50,43,10,7,3,false
2820,6,1,45,83,42,9,7,4,false
2820,7,1,45,129,54,8,10,4,true
2821,0,Null,0,0,76,73,10,11,false
2821,0,1,0,29,39,10,7,4,false
2821,1,0,71,29,0,46,0,10,false
2821,2,1,71,63,36,2,7,1,false
2821,3,1,71,85,28,6,7,1,false
2821,4,0,83,85,6,18,3,7,false
2821,5,1,83,112,37,10,7,4,true
2822,0,Null,0,0,62,81,10,11,false
2822,0,1,0,47,48,1,10,1,false
2822,1,1,0,61,17,3,6,1,false
2822,2,1,0,102,45,4,7,3,true
2823,0,Null,0,0,69,72,10,11,false
2823,0,0,49,0,5,54,1,10,false
2823,1,0,63,0,9,23,3,4,false
2823,2,1,63,10,20,10,4,3,false
2823,3,1,63,24,16,2,4,1,false
2823,4,0,95,24,7,39,3,7,false
2823,5,0,118,24,5,28,3,7,true
2824,0,Null,0,0,72,67,10,11,false
2824,0,1,0,34,43,9,7,4,false
2824,1,1,0,58,29,5,7,3,false
2824,2,0,6,58,7,13,3,4,false
2824,3,0,17,58,2,13,1,4,false
2824,4,1,17,69,20,9,6,3,false
2824,5,0,26,69,9,18,3,7,false
2824,6,1,26,77,12,4,6,1,false
2824,7,0,48,77,1,23,1,4,false
2824,8,0,55,77,9,16,4,4,false
2824,9,0,87,77,9,41,3,7,false
2824,10,1,87,88,16,5,4,3,false
2824,11,1,87,102,24,10,7,4,true
2825,0,Null,0,0,73,66,10,11,false
2825,0,0,13,0,10,23,3,5,false
2825,1,1,13,11,18,7,7,3,false
2825,2,0,43,11,10,40,3,7,false
2825,3,0,51,11,10,18,4,7,false
2825,4,0,74,11,10,33,5,7,false
2825,5,0,98,11,10,34,3,7,false
2825,6,0,132,11,3,37,1,7,true
2826,0,Null,0,0,68,60,10,11,false
2826,0,0,25,0,10,35,3,7,false
2826,1,0,86,0,1,62,1,10,false
2826,2,1,86,10,12,2,4,1,false
2826,3,1,86,17,16,9,6,3,false
2826,4,1,86,23,14,8,4,3,false
2826,5,1,86,50,35,8,7,4,false
2826,6,1,86,59,19,10,6,4,false
2826,7,1,86,68,19,10,7,2,false
2826,8,0,96,68,1,11,1,4,false
2826,9,1,96,79,17,6,4,2,false
2826,10,1,96,88,13,4,4,1,false
2826,11,0,122,88,10,36,4,6,true
2827,0,Null,0,0,63,71,10,11,false
2827,0,0,22,0,1,23,1,6,false
2827,1,0,43,0,9,30,4,7,false
2827,2,0,68,0,5,30,2,7,false
2827,3,0,80,0,10,22,2,4,false
2827,4,1,80,11,21,10,6,3,false
2827,5,1,80,28,26,9,6,3,false
2827,6,1,80,63,43,8,10,4,false
2827,7,1,80,70,14,7,4,3,false
2827,8,0,84,70,8,12,3,6,false
2827,9,1,84,81,20,9,6,4,false
2827,10,0,109,81,5,30,2,5,true
2828,0,Null,0,0,64,77,10,11,false
2828,0,1,0,16,21,5,7,3,false
2828,1,0,39,16,9,48,4,7,false
2828,2,0,62,16,9,32,3,7,false
2828,3,0,76,16,8,22,4,7,false
2828,4,0,111,16,4,39,3,7,true
2829,0,Null,0,0,69,82,10,11,false
2829,0,0,32,0,9,41,4,7,false
2829,1,1,32,26,33,7,7,3,false
2829,2,0,35,26,9,12,3,4,false
2829,3,0,58,26,10,33,4,7,false
2829,4,0,72,26,9,23,4,6,false
2829,5,1,72,31,14,9,4,4,false
2829,6,0,134,31,5,67,2,10,true
2830,0,Null,0,0,67,58,10,11,false
2830,0,1,0,24,33,9,7,4,false
2830,1,1,0,38,16,2,6,1,false
2830,2,1,0,51,18,5,4,1,false
2830,3,0,54,51,7,61,4,10,false
2830,4,1,54,60,17,8,6,3,false
2830,5,0,55,60,10,11,4,4,false
2830,6,1,55,96,11,0,4,0,false
2830,7,0,77,96,10,32,4,7,false
2830,8,1,77,102,12,6,4,3,true
2831,0,Null,0,0,67,74,10,11,false
2831,0,0,14,0,2,16,1,4,false
2831,1,1,14,41,49,8,7,4,false
2831,2,1,14,49,15,7,4,3,false
2831,3,0,61,49,9,56,4,10,false
2831,4,0,83,49,1,23,1,4,false
2831,5,1,83,103,63,9,10,4,true
2832,0,Null,0,0,78,60,10,11,false
2832,0,1,0,4,13,9,4,4,false
2832,1,1,0,13,17,8,7,3,false
2832,2,1,0,22,13,4,4,2,false
2832,3,0,18,22,5,23,2,4,false
2832,4,1,18,30,18,10,7,4,false
2832,5,0,33,30,9,24,4,7,false
2832,6,0,55,30,7,29,3,6,false
2832,7,1,55,37,11,4,4,1,false
2832,8,0,123,37,7,75,1,10,true
2833,0,Null,0,0,71,62,10,11,false
2833,0,1,0,16,23,7,4,3,false
2833,1,0,1,16,10,11,3,3,false
2833,2,1,1,21,12,7,4,2,false
2833,3,0,65,21,0,39,0,7,false
2833,4,0,91,21,4,30,1,7,false
2833,5,0,121,21,2,32,1,7,true
2834,0,Null,0,0,78,76,10,11,false
2834,0,0,12,0,10,22,3,6,false
2834,1,1,12,24,34,10,6,4,false
2834,2,1,12,25,11,10,3,4,false
2834,3,0,30,25,3,21,1,6,false
2834,4,0,63,25,8,41,2,7,false
2834,5,0,69,25,9,15,4,4,false
2834,6,1,69,43,27,9,7,3,false
2834,7,1,69,67,29,5,4,1,false
2834,8,0,77,67,9,17,3,4,false
2834,9,0,84,67,4,11,1,4,false
2834,10,1,84,106,41,2,7,1,true
2835,0,Null,0,0,77,62,10,11,false
2835,0,0,43,0,10,53,4,10,false
2835,1,1,43,7,11,4,4,1,false
2835,2,0,74,7,2,33,1,7,false
2835,3,1,74,31,25,1,7,1,false
2835,4,0,89,31,8,23,3,6,false
2835,5,0,139,31,9,59,3,10,true
2836,0,Null,0,0,77,76,10,11,false
2836,0,0,25,0,10,35,3,7,false
2836,1,0,51,0,9,35,3,7,false
2836,2,0,78,0,2,29,2,7,false
2836,3,0,90,0,2,14,1,4,false
2836,4,0,163,0,0,48,0,7,true
2837,0,Null,0,0,60,72,10,11,false
2837,0,0,21,0,1,22,1,4,false
2837,1,0,28,0,4,11,1,4,false
2837,2,1,28,6,16,10,4,4,false
2837,3,0,50,6,7,29,3,7,false
2837,4,0,66,6,10,26,3,7,false
2837,5,1,66,33,30,3,7,1,false
2837,6,0,89,33,9,32,3,7,false
2837,7,1,89,41,12,4,3,1,false
2837,8,0,109,41,6,26,4,6,true
2838,0,Null,0,0,68,67,10,11,false
2838,0,0,44,0,9,53,2,10,false
2838,1,0,60,0,4,20,3,7,false
2838,2,0,65,0,6,11,3,4,false
2838,3,1,65,45,51,6,10,3,false
2838,4,0,80,45,7,22,3,4,false
2838,5,1,80,49,13,9,4,3,false
2838,6,1,80,80,35,4,6,1,false
2838,7,0,95,80,10,25,4,6,false
2838,8,0,120,80,4,29,1,7,true
2839,0,Null,0,0,59,62,10,11,false
2839,0,0,11,0,6,17,3,4,false
2839,1,0,18,0,6,13,3,4,false
2839,2,0,71,0,8,61,3,10,false
2839,3,1,71,70,45,0,7,0,false
2839,4,0,76,70,8,13,3,4,false
2839,5,0,96,70,3,23,1,4,false
2839,6,1,96,72,12,10,4,3,false
2839,7,0,164,72,9,77,3,10,true
2840,0,Null,0,0,46,71,10,11,false
2840,0,0,47,0,5,52,1,7,false
2840,1,1,47,7,16,9,4,3,false
2840,2,1,47,22,23,8,7,3,false
2840,3,0,90,22,6,49,3,7,false
2840,4,0,107,22,2,19,1,6,true
2841,0,Null,0,0,63,67,10,11,false
2841,0,0,11,0,6,17,3,6,false
2841,1,1,11,9,17,8,4,4,false
2841,2,1,11,12,13,10,4,2,false
2841,3,0,43,12,7,39,3,7,false
2841,4,0,49,12,8,14,3,4,false
2841,5,1,49,17,14,9,4,4,false
2841,6,0,57,17,3,11,1,4,false
2841,7,0,78,17,10,31,4,6,false
2841,8,0,89,17,7,18,2,4,false
2841,9,0,146,17,0,32,0,7,true
2842,0,Null,0,0,71,75,10,11,false
2842,0,1,0,39,43,4,7,3,false
2842,1,1,0,42,11,8,4,4,false
2842,2,1,0,62,22,2,7,1,false
2842,3,1,0,83,22,1,6,1,false
2842,4,1,0,104,27,6,7,2,true
2843,0,Null,0,0,52,85,10,11,false
2843,0,0,2,0,9,11,4,4,false
2843,1,1,2,18,26,8,7,3,false
2843,2,1,2,70,53,1,10,1,false
2843,3,0,11,70,8,17,4,4,false
2843,4,1,11,97,35,8,7,1,false
2843,5,0,22,97,6,17,3,6,false
2843,6,1,22,109,19,7,4,3,true
2844,0,Null,0,0,70,81,10,11,false
2844,0,1,0,53,60,7,10,3,false
2844,1,0,22,53,8,30,4,7,false
2844,2,0,40,53,3,21,1,4,false
2844,3,0,48,53,8,16,3,4,false
2844,4,0,52,53,7,11,3,4,false
2844,5,1,52,71,19,1,6,1,false
2844,6,0,59,71,10,17,4,4,false
2844,7,0,88,71,10,39,4,7,false
2844,8,1,88,112,50,9,10,3,true
2845,0,Null,0,0,67,62,10,11,false
2845,0,0,26,0,4,30,1,7,false
2845,1,0,37,0,8,19,3,4,false
2845,2,0,39,0,10,12,3,5,false
2845,3,1,39,11,15,4,4,2,false
2845,4,1,39,22,12,1,4,1,false
2845,5,1,39,48,30,4,7,1,false
2845,6,0,56,48,1,18,1,6,false
2845,7,1,56,60,13,1,4,1,false
2845,8,1,56,90,36,6,6,1,false
2845,9,0,87,90,10,41,3,7,false
2845,10,0,95,90,10,18,3,7,false
2845,11,1,95,130,48,8,10,1,true
2846,0,Null,0,0,65,79,10,11,false
2846,0,1,0,4,13,9,4,4,false
2846,1,1,0,11,15,8,4,3,false
2846,2,1,0,27,26,10,6,2,false
2846,3,0,20,27,6,26,4,4,false
2846,4,1,20,34,15,8,6,4,false
2846,5,1,20,42,18,10,7,4,false
2846,6,0,42,42,2,24,1,3,false
2846,7,0,46,42,8,12,4,4,false
2846,8,1,46,91,56,7,10,2,false
2846,9,0,95,91,1,50,1,7,false
2846,10,1,95,159,72,4,10,2,true
2847,0,Null,0,0,56,59,10,11,false
2847,0,0,17,0,1,18,1,7,false
2847,1,1,17,11,18,7,4,3,false
2847,2,1,17,35,29,5,7,2,false
2847,3,1,17,38,13,10,6,4,false
2847,4,1,17,48,20,10,4,3,false
2847,5,0,22,48,10,15,3,5,false
2847,6,1,22,59,21,10,7,5,false
2847,7,1,22,69,19,9,5,4,false
2847,8,0,41,69,5,24,2,7,false
2847,9,0,44,69,9,12,4,4,false
2847,10,0,51,69,9,16,4,4,false
2847,11,1,51,97,35,7,7,3,false
2847,12,1,51,122,27,2,7,1,true
2848,0,Null,0,0,51,70,10,11,false
2848,0,1,0,11,17,6,6,2,false
2848,1,0,3,11,8,11,4,3,false
2848,2,0,9,11,9,15,4,6,false
2848,3,1,9,62,26,0,6,0,false
2848,4,0,14,62,10,15,4,4,false
2848,5,0,27,62,1,14,1,4,false
2848,6,0,39,62,4,16,2,3,false
2848,7,1,39,79,22,5,6,2,false
2848,8,0,60,79,10,31,3,5,false
2848,9,1,60,102,30,7,7,3,true
2849,0,Null,0,0,65,75,10,11,false
2849,0,1,0,4,12,8,4,4,false
2849,1,0,17,4,6,23,3,7,false
2849,2,0,20,4,9,12,4,4,false
2849,3,0,77,4,9,66,4,7,false
2849,4,0,78,4,10,11,4,5,false
2849,5,0,131,4,7,60,3,10,true
2850,0,Null,0,0,80,70,10,11,false
2850,0,0,10,0,10,20,3,6,false
2850,1,0,33,0,6,29,3,6,false
2850,2,0,36,0,9,12,3,3,false
2850,3,0,47,0,1,12,1,3,false
2850,4,1,47,14,17,3,6,2,false
2850,5,1,47,32,20,2,6,1,false
2850,6,0,71,32,7,31,3,6,false
2850,7,0,102,32,3,34,1,7,true
2851,0,Null,0,0,66,77,10,11,false
2851,0,1,0,33,43,10,7,4,false
2851,1,1,0,43,11,1,4,1,false
2851,2,1,0,53,18,8,7,3,false
2851,3,1,0,73,28,8,7,4,false
2851,4,1,0,82,15,6,4,3,false
2851,5,0,18,82,9,27,4,4,false
2851,6,0,30,82,9,21,4,7,false
2851,7,1,30,87,13,8,6,3,false
2851,8,1,30,92,15,10,4,3,false
2851,9,0,49,92,5,24,3,6,false
2851,10,0,61,92,7,19,3,4,false
2851,11,0,105,92,9,53,3,10,true
2852,0,Null,0,0,73,70,10,11,false
2852,0,1,0,18,25,7,7,3,false
2852,1,0,19,18,9,28,4,4,false
2852,2,0,23,18,7,11,3,3,false
2852,3,1,23,26,17,9,6,4,false
2852,4,0,26,26,9,12,4,3,false
2852,5,1,26,28,12,10,4,3,false
2852,6,1,26,68,44,4,7,1,false
2852,7,0,38,68,9,21,3,4,false
2852,8,1,38,105,12,0,6,0,true
2853,0,Null,0,0,71,69,10,11,false
2853,0,0,30,0,8,38,4,7,false
2853,1,1,30,57,59,2,10,1,false
2853,2,1,30,103,52,6,7,3,true
2854,0,Null,0,0,63,73,10,11,false
2854,0,1,0,43,18,0,6,0,false
2854,1,0,17,43,8,25,4,6,false
2854,2,0,39,43,10,32,4,6,false
2854,3,0,77,43,9,47,4,10,false
2854,4,1,77,55,22,10,7,3,false
2854,5,1,77,69,19,5,7,2,false
2854,6,0,109,69,2,34,1,7,true
2855,0,Null,0,0,70,82,10,11,false
2855,0,0,24,0,8,32,3,7,false
2855,1,0,39,0,7,22,3,4,false
2855,2,0,89,0,8,58,2,10,false
2855,3,0,94,0,8,13,4,4,false
2855,4,0,101,0,9,16,3,6,true
2856,0,Null,0,0,56,73,10,11,false
2856,0,0,15,0,10,25,4,7,false
2856,1,0,36,0,5,26,3,4,false
2856,2,1,36,24,32,8,7,2,false
2856,3,0,76,24,9,49,2,10,false
2856,4,1,76,40,24,8,7,4,false
2856,5,1,76,102,71,9,10,3,true
2857,0,Null,0,0,65,79,10,11,false
2857,0,1,0,7,13,6,4,2,false
2857,1,0,15,7,9,24,3,4,false
2857,2,0,34,7,4,23,1,4,false
2857,3,0,82,7,9,57,3,10,false
2857,4,0,107,7,10,35,4,7,true
2858,0,Null,0,0,61,84,10,11,false
2858,0,0,20,0,7,27,4,5,false
2858,1,0,41,0,2,23,1,7,false
2858,2,1,41,26,34,8,7,3,false
2858,3,0,77,26,1,37,1,7,false
2858,4,0,84,26,4,11,1,4,false
2858,5,1,84,40,21,7,6,3,false
2858,6,0,156,40,0,47,0,7,true
2859,0,Null,0,0,82,79,10,11,false
2859,0,1,0,34,35,1,6,1,false
2859,1,0,3,34,8,11,4,3,false
2859,2,1,3,44,11,1,4,1,false
2859,3,1,3,54,17,7,6,3,false
2859,4,0,33,54,9,39,3,7,false
2859,5,0,51,54,9,27,4,7,false
2859,6,1,51,69,25,10,7,4,false
2859,7,0,61,69,8,18,3,4,false
2859,8,0,65,69,8,12,4,4,false
2859,9,0,71,69,9,15,3,4,false
2859,10,0,99,69,10,38,3,7,false
2859,11,1,99,72,12,9,4,4,false
2859,12,0,121,72,5,27,1,7,true
2860,0,Null,0,0,64,90,10,11,false
2860,0,0,30,0,4,34,1,7,false
2860,1,0,94,0,3,67,1,10,false
2860,2,0,141,0,10,57,1,10,true
2861,0,Null,0,0,65,65,10,11,false
2861,0,1,0,23,26,3,7,1,false
2861,1,1,0,32,18,9,6,2,false
2861,2,1,0,107,50,0,10,0,true
2862,0,Null,0,0,57,73,10,11,false
2862,0,0,20,0,6,26,2,6,false
2862,1,0,24,0,7,11,3,3,false
2862,2,1,24,6,14,8,6,4,false
2862,3,1,24,47,16,0,4,0,false
2862,4,0,59,47,9,44,3,7,false
2862,5,0,73,47,4,18,1,3,false
2862,6,1,73,60,14,1,6,1,false
2862,7,1,73,76,26,10,6,4,false
2862,8,0,78,76,10,15,4,5,false
2862,9,1,78,83,12,5,5,2,false
2862,10,1,78,92,19,10,6,3,false
2862,11,1,78,115,33,10,6,3,true
2863,0,Null,0,0,47,68,10,11,false
2863,0,1,0,6,13,7,6,4,false
2863,1,1,0,31,30,5,7,3,false
2863,2,0,25,31,6,31,3,7,false
2863,3,1,25,64,35,2,7,1,false
2863,4,0,35,64,1,11,1,4,false
2863,5,1,35,119,64,9,10,4,true
2864,0,Null,0,0,68,63,10,11,false
2864,0,1,0,8,15,7,5,4,false
2864,1,1,0,55,22,0,4,0,false
2864,2,1,0,58,11,8,4,4,false
2864,3,1,0,61,13,10,4,1,false
2864,4,0,20,61,2,22,2,4,false
2864,5,1,20,86,31,6,7,3,false
2864,6,0,35,86,7,22,3,4,false
2864,7,0,73,86,5,43,1,10,false
2864,8,0,77,86,8,12,3,5,false
2864,9,0,89,86,8,20,3,4,false
2864,10,0,104,86,9,24,3,6,true
2865,0,Null,0,0,63,72,10,11,false
2865,0,0,8,0,9,17,3,4,false
2865,1,0,12,0,8,12,4,4,false
2865,2,0,51,0,8,47,2,7,false
2865,3,0,58,0,5,12,1,4,false
2865,4,0,89,0,8,39,3,7,false
2865,5,0,134,0,2,47,1,7,true
2866,0,Null,0,0,61,66,10,11,false
2866,0,1,0,4,12,8,4,3,false
2866,1,1,0,15,20,9,6,4,false
2866,2,1,0,45,32,2,7,1,false
2866,3,0,35,45,10,45,4,7,false
2866,4,0,48,45,6,19,2,7,false
2866,5,0,60,45,7,19,3,6,false
2866,6,0,62,45,10,12,4,3,false
2866,7,1,62,55,17,7,6,4,false
2866,8,0,65,55,9,12,2,4,false
2866,9,0,90,55,9,34,4,7,false
2866,10,1,90,74,25,6,6,2,false
2866,11,1,90,99,27,2,7,1,false
2866,12,0,103,99,9,22,3,4,true
2867,0,Null,0,0,74,69,10,11,false
2867,0,0,12,0,7,19,3,4,false
2867,1,0,33,0,4,25,3,4,false
2867,2,1,33,15,16,1,4,1,false
2867,3,0,63,15,10,40,4,7,false
2867,4,1,63,18,13,10,4,4,false
2867,5,0,65,18,10,12,4,4,false
2867,6,0,76,18,9,20,4,6,false
2867,7,0,133,18,0,32,0,7,true
2868,0,Null,0,0,68,90,10,11,false
2868,0,1,0,20,30,10,7,3,false
2868,1,1,0,51,33,2,7,1,false
2868,2,0,1,51,10,11,3,2,false
2868,3,1,1,75,32,8,7,3,false
2868,4,1,1,84,17,8,5,4,false
2868,5,0,14,84,10,23,4,6,false
2868,6,1,14,126,17,0,4,0,true
2869,0,Null,0,0,72,91,10,11,false
2869,0,1,0,3,11,8,4,3,false
2869,1,0,26,3,9,35,4,7,false
2869,2,0,43,3,4,21,1,4,false
2869,3,0,70,3,10,37,4,7,false
2869,4,0,108,3,10,48,4,6,true
2870,0,Null,0,0,61,77,10,11,false
2870,0,0,24,0,8,32,4,7,false
2870,1,0,39,0,10,25,4,7,false
2870,2,1,39,23,30,7,7,3,false
2870,3,0,60,23,4,25,3,6,false
2870,4,0,92,23,8,40,4,7,false
2870,5,1,92,25,12,10,4,3,false
2870,6,0,103,25,8,19,4,3,true
2871,0,Null,0,0,76,86,10,11,false
2871,0,1,0,40,45,5,7,2,false
2871,1,0,4,40,9,13,4,4,false
2871,2,1,4,43,13,10,4,4,false
2871,3,1,4,49,12,6,4,2,false
2871,4,1,4,74,28,3,7,1,false
2871,5,1,4,87,22,9,7,3,false
2871,6,0,49,87,10,55,4,10,false
2871,7,0,72,87,10,33,4,7,false
2871,8,0,79,87,10,17,4,7,false
2871,9,0,107,87,10,38,4,7,true
2872,0,Null,0,0,71,77,10,11,false
2872,0,0,16,0,7,23,4,5,false
2872,1,1,16,5,12,7,3,3,false
2872,2,0,31,5,7,22,2,6,false
2872,3,0,57,5,7,33,3,6,false
2872,4,0,99,5,8,50,3,10,false
2872,5,1,99,15,17,7,7,3,false
2872,6,0,126,15,6,33,2,7,true
2873,0,Null,0,0,67,77,10,11,false
2873,0,0,59,0,8,67,3,10,false
2873,1,0,60,0,10,11,4,4,false
2873,2,0,102,0,9,51,4,10,true
2874,0,Null,0,0,60,74,10,11,false
2874,0,1,0,27,37,10,7,4,false
2874,1,0,53,27,8,61,4,10,false
2874,2,0,55,27,10,12,3,4,false
2874,3,0,79,27,9,33,4,7,false
2874,4,0,86,27,9,16,4,7,false
2874,5,1,86,50,30,7,7,3,false
2874,6,1,86,61,12,1,4,1,false
2874,7,1,86,69,12,4,4,1,false
2874,8,1,86,110,16,0,4,0,true
2875,0,Null,0,0,58,81,10,11,false
2875,0,0,27,0,9,36,4,7,false
2875,1,1,27,49,58,9,10,4,false
2875,2,1,27,53,13,9,3,3,false
2875,3,0,85,53,10,68,4,10,false
2875,4,0,100,53,9,24,4,6,true
2876,0,Null,0,0,77,50,10,11,false
2876,0,0,22,0,4,26,2,7,false
2876,1,0,54,0,1,33,1,6,false
2876,2,0,60,0,5,11,1,4,false
2876,3,0,65,0,9,14,3,3,false
2876,4,1,65,26,34,8,7,3,false
2876,5,0,85,26,8,28,4,7,false
2876,6,0,92,26,8,15,4,3,false
2876,7,0,114,26,1,23,1,4,true
2877,0,Null,0,0,54,73,10,11,false
2877,0,0,14,0,10,24,4,7,false
2877,1,1,14,7,17,10,6,3,false
2877,2,0,26,7,9,21,3,6,false
2877,3,1,26,14,13,6,4,3,false
2877,4,1,26,39,34,9,7,4,false
2877,5,0,54,39,4,32,1,7,false
2877,6,1,54,60,24,3,6,1,false
2877,7,1,54,101,16,0,7,0,true
2878,0,Null,0,0,53,76,10,11,false
2878,0,1,0,3,13,10,4,3,false
2878,1,1,0,29,36,10,7,4,false
2878,2,1,0,36,17,10,4,4,false
2878,3,1,0,63,36,9,10,4,false
2878,4,1,0,81,27,9,7,4,false
2878,5,0,31,81,3,34,2,7,false
2878,6,0,57,81,7,33,4,7,false
2878,7,1,57,85,13,9,4,2,false
2878,8,1,57,86,11,10,4,4,false
2878,9,0,70,86,10,23,4,6,false
2878,10,1,70,103,19,2,7,1,true
2879,0,Null,0,0,72,62,10,11,false
2879,0,1,0,6,16,10,4,4,false
2879,1,0,29,6,10,39,4,7,false
2879,2,1,29,47,43,2,10,1,false
2879,3,1,29,55,11,3,4,1,false
2879,4,1,29,71,23,7,6,4,false
2879,5,0,40,71,7,18,3,4,false
2879,6,1,40,91,28,8,6,4,false
2879,7,1,40,101,12,2,4,1,true
2880,0,Null,0,0,51,60,10,11,false
2880,0,0,12,0,7,19,4,7,false
2880,1,1,12,16,22,6,7,3,false
2880,2,0,24,16,9,21,3,4,false
2880,3,1,24,21,13,8,4,3,false
2880,4,0,61,21,3,40,2,7,false
2880,5,0,99,21,2,40,1,7,false
2880,6,0,121,21,6,28,3,7,true
2881,0,Null,0,0,52,70,10,11,false
2881,0,0,10,0,7,17,4,6,false
2881,1,0,42,0,2,34,1,6,false
2881,2,0,55,0,8,21,3,7,false
2881,3,0,72,0,10,27,2,4,false
2881,4,0,105,0,2,35,1,7,true
2882,0,Null,0,0,86,72,10,11,false
2882,0,0,11,0,8,19,2,4,false
2882,1,0,56,0,7,52,3,10,false
2882,2,1,56,22,32,10,7,4,false
2882,3,0,92,22,8,44,2,7,false
2882,4,1,92,34,14,2,4,1,false
2882,5,0,129,34,3,40,1,7,true
2883,0,Null,0,0,59,82,10,11,false
2883,0,1,0,47,57,10,10,3,false
2883,1,0,26,47,7,33,3,10,false
2883,2,0,36,47,1,11,1,4,false
2883,3,0,101,47,6,71,2,10,true
2884,0,Null,0,0,64,85,10,11,false
2884,0,0,3,0,10,13,4,3,false
2884,1,0,28,0,2,27,2,7,false
2884,2,1,28,29,38,9,7,2,false
2884,3,0,40,29,1,13,1,3,false
2884,4,0,53,29,6,19,4,4,false
2884,5,0,86,29,6,39,1,7,false
2884,6,1,86,56,36,9,7,3,false
2884,7,1,86,66,15,5,4,3,false
2884,8,0,103,66,8,25,4,7,true
2885,0,Null,0,0,76,74,10,11,false
2885,0,0,54,0,10,64,1,10,false
2885,1,0,102,0,10,58,3,10,true
2886,0,Null,0,0,70,76,10,11,false
2886,0,0,31,0,6,37,3,7,false
2886,1,0,68,0,8,45,4,7,false
2886,2,1,68,25,26,1,7,1,false
2886,3,1,68,27,11,9,4,4,false
2886,4,0,101,27,7,40,3,7,true
2887,0,Null,0,0,52,83,10,11,false
2887,0,0,15,0,8,23,3,6,false
2887,1,0,32,0,6,23,2,7,false
2887,2,1,32,42,48,6,10,1,false
2887,3,1,32,62,30,10,7,5,false
2887,4,1,32,73,16,5,4,2,false
2887,5,1,32,86,21,8,5,3,false
2887,6,0,66,86,3,37,2,10,false
2887,7,1,66,130,53,9,10,3,true
2888,0,Null,0,0,52,65,10,11,false
2888,0,0,18,0,7,25,4,7,false
2888,1,0,31,0,10,23,4,6,false
2888,2,1,31,10,13,3,4,1,false
2888,3,1,31,47,44,7,10,3,false
2888,4,1,31,51,14,10,4,3,false
2888,5,0,39,51,7,15,2,4,false
2888,6,0,54,51,8,23,3,6,false
2888,7,1,54,56,13,8,4,3,false
2888,8,0,59,56,10,15,4,4,false
2888,9,0,85,56,2,28,1,7,false
2888,10,1,85,86,32,2,7,1,false
2888,11,1,85,102,19,3,7,1,true
2889,0,Null,0,0,62,71,10,11,false
2889,0,1,0,14,24,10,7,4,false
2889,1,0,46,14,5,51,3,10,false
2889,2,0,55,14,8,17,3,4,false
2889,3,1,55,24,16,6,4,3,false
2889,4,0,76,24,3,24,1,4,false
2889,5,1,76,47,26,3,7,1,false
2889,6,1,76,97,59,9,10,4,false
2889,7,0,87,97,5,16,1,4,false
2889,8,0,102,97,9,24,3,7,true
2890,0,Null,0,0,80,62,10,11,false
2890,0,1,0,2,12,10,4,4,false
2890,1,1,0,34,35,3,7,1,false
2890,2,1,0,63,38,9,7,3,false
2890,3,1,0,68,12,7,4,3,false
2890,4,0,16,68,6,22,2,7,false
